HCODE,HSERIAL,TCODE,FAMILY,GENUS,SPECIES,IS_FRAGMENT,IS_DRAWING,INFO,SUBSPECIES,VARIETY,ALT_INFO,ALT_GENUS,ALT_SPECIES,ALT_TYPE,YR,FILEPATH,FILETYPE
MO,1790719,ST,Urticaceae,Elatostema,simulans,N,N,"(E pacificum, ST) MO1790719",,,"E pacificum, ST",Elatostema,pacificum,,2003,"/Urticaceae/Elatostema simulans (E pacificum, ST) MO1790719.jpg",JPG
MO,1790720,ST,Urticaceae,Elatostema,simulans,N,N,"(E pacificum, ST) MO1790720",,,"E pacificum, ST",Elatostema,pacificum,,2003,"/Urticaceae/Elatostema simulans (E pacificum, ST) MO1790720.jpg",JPG
MO,1790711,ST,Urticaceae,Elatostema,sorsogonense,N,N,"ST, MO1790711",,,,,,,2003,"/Urticaceae/Elatostema sorsogonense, ST, MO1790711.jpg",JPG
MO,1790712,ST,Urticaceae,Elatostema,sorsogonense,N,N,"ST, MO1790712",,,,,,,2003,"/Urticaceae/Elatostema sorsogonense, ST, MO1790712.jpg",JPG
MO,1790774,ST,Urticaceae,Elatostema,volubile,N,N,"(Procris volubilis, ST) MO1790774",,,"Procris volubilis, ST",Procris,volubilis,,2003,"/Urticaceae/Elatostema volubile (Procris volubilis, ST) MO1790774.jpg",JPG
MO,1791632,ST,Urticaceae,Pilea,robinsonii,N,N,"ST, MO1791632",,,,,,,2003,"/Urticaceae/Pilea robinsonii, ST, MO1791632.jpg",JPG
MO,1791719,ST,Urticaceae,Pilea,robinsonii,N,N,"ST, MO1791719",,,,,,,2003,"/Urticaceae/Pilea robinsonii, ST, MO1791719.jpg",JPG
MO,1791630,ST,Urticaceae,Pilea,sylvatica,N,N,"ST, MO1791630",,,,,,,2003,"/Urticaceae/Pilea sylvatica, ST, MO1791630.jpg",JPG
MO,1791720,ST,Urticaceae,Pilea,sylvatica,N,N,"ST, MO1791720",,,,,,,2003,"/Urticaceae/Pilea sylvatica, ST, MO1791720.jpg",JPG
MO,1583155,ST,Verbenaceae,Premna,cumingiana,N,N,"ST, MO1583155",,,,,,,2003,"/Verbenaceae/Premna cumingiana1, ST, MO1583155.jpg",JPG
MO,1583155,ST,Verbenaceae,Premna,cumingiana,N,N,"ST, MO1583155",,,,,,,2003,"/Verbenaceae/Premna cumingiana2, ST, MO1583155.jpg",JPG
MO,1845912,ST,Xanthophyllaceae,Xanthophyllum,palawanense,N,N,"ST, MO1845912",,,,,,,2003,"/Xanthophyllaceae/Xanthophyllum palawanense, ST, MO1845912.jpg",JPG
MO,1845912,ST,Xanthophyllaceae,Xanthophyllum,palawanense,N,N,"ST, MO1845912_2",,,,,,,2003,"/Xanthophyllaceae/Xanthophyllum palawanense, ST, MO1845912_2.jpg",JPG
MO,1388390,type,Verbenaceae,Viticipremna,philippinensis,N,N,"(Vitis cumingiana, Type) MO1388390",,,"Vitis cumingiana, Type",Vitis,cumingiana,,2003,"/Verbenaceae/Viticipremna philippinensis (Vitis cumingiana, Type) MO1388390.jpg",JPG
MO,2374600,XT,Acanthaceae,Calophanoides,addisoniensis,N,N,"(Hypoestes addison~, XT) MO2374600",,,"Hypoestes addison~, XT",Hypoestes,addison~,,2003,"/Acanthaceae/Calophanoides addisoniensis (Hypoestes addison~, XT) MO2374600.jpg",JPG
MO,2375267,XT,Acanthaceae,Hemigraphis,diversifolia,N,N,"XT, MO2375267",,,,,,,2003,"/Acanthaceae/Hemigraphis diversifolia, XT, MO2375267.jpg",JPG
MO,2375492,XT,Acanthaceae,Hemigraphis,hirsuta,N,N,"XT, MO2375492",,,,,,,2003,"/Acanthaceae/Hemigraphis hirsuta, XT, MO2375492.jpg",JPG
MO,2373812,XT,Acanthaceae,Hypoestes,sibulanensis,N,N,"XT, MO2373812",,,,,,,2003,"/Acanthaceae/Hypoestes sibulanensis, XT, MO2373812.jpg",JPG
MO,2377596,XT,Acanthaceae,Lepidagathis,amaranthoides,N,N,"XT, MO2377596",,,,,,,2003,"/Acanthaceae/Lepidagathis amaranthoides, XT, MO2377596.jpeg",JPEG
MO,2374464,XT,Acanthaceae,Strobilanthes,apoensis,N,N,"(Hypoestes apoensis, XT) MO2374464",,,"Hypoestes apoensis, XT",Hypoestes,apoensis,,2003,"/Acanthaceae/Strobilanthes apoensis (Hypoestes apoensis, XT) MO2374464.jpg",JPG
MO,1909384,XT,Actinidiaceae,Saurauia,copelandii,N,N,"XT, MO1909384",,,,,,,2003,"/Actinidiaceae/Saurauia copelandii, XT, MO1909384.jpg",JPG
MO,1801588,XT,Annonaceae,Artabotrys,stolonifera,N,N,"XT, MO1801588",,,,,,,1980,"/Annonaceae/Artabotrys stolonifera, XT, MO1801588.jpg",JPG
MO,1801988,XT,Annonaceae,Orophea,cumingiana,N,N,"(O vulcanica, XT) MO1801988",,,"O vulcanica, XT",Orophea,vulcanica,,1980,"/Annonaceae/Orophea cumingiana (O vulcanica, XT) MO1801988.jpg",JPG
MO,1801989,XT,Annonaceae,Orophea,cumingiana,N,N,"(O vulcanica, XT) MO1801989",,,"O vulcanica, XT",Orophea,vulcanica,,1980,"/Annonaceae/Orophea cumingiana (O vulcanica, XT) MO1801989.jpg",JPG
MO,1801989,XT,Annonaceae,Orophea,cumingiana,N,N,"(O vulcanica, XT) MO1801989, sh.2",,,"O vulcanica, XT",Orophea,vulcanica,,1980,"/Annonaceae/Orophea cumingiana (O vulcanica, XT) MO1801989, sh.2.jpg",JPG
MO,1819067,XT,Cappar(id)aceae,Stixis,philippinensis,N,N,"(Roydsia philippinensis, XT) MO1819067",,,"Roydsia philippinensis, XT",Roydsia,philippinensis,,2003,"/Cappar(id)aceae/Stixis philippinensis (Roydsia philippinensis, XT) MO1819067.jpg",JPG
MO,1823943,XT,Chrysobalanaceae,Parinari,elmeri,N,N,"XT, MO1823943",,,,,,,2003,"/Chrysobalanaceae/Parinari elmeri, XT, MO1823943.jpg",JPG
MO,1827974,XT,Connaraceae,Connarus,grandis,N,N,"(C rolfei, XT) MO1827974",,,"C rolfei, XT",Connarus,rolfei,,2003,"/Connaraceae/Connarus grandis (C rolfei, XT) MO1827974.jpg",JPG
MO,1823957,XT,Connaraceae,Connarus,monocarpus,N,N,"ssp malayensis (C carnosus, XT) MO1823957",malayensis,,"C carnosus, XT",Connarus,carnosus,,2003,"/Connaraceae/Connarus monocarpus ssp malayensis (C carnosus, XT) MO1823957.jpg",JPG
MO,1823960,XT,Connaraceae,Connarus,monocarpus,N,N,"ssp malayensis (C carnosus, XT) MO1823960",malayensis,,"C carnosus, XT",Connarus,carnosus,,2003,"/Connaraceae/Connarus monocarpus ssp malayensis (C carnosus, XT) MO1823960.jpg",JPG
MO,1823951,XT,Connaraceae,Connarus,subinaequifolius,N,N,"v. ~, XT, MO1823951",,subinaequifolius,,,,,2003,"/Connaraceae/Connarus subinaequifolius v. ~, XT, MO1823951.jpg",JPG
MO,2218069,XT,Ebenaceae,Diospyros,polyalthioides,N,N,"XT, MO2218069",,,,,,,2003,"/Ebenaceae/Diospyros polyalthioides, XT, MO2218069.jpg",JPG
MO,1806640,XT,Lauraceae,Litsea,cordata,N,N,"(Tetranthera perrottetii v. subcordata, XT) MO1806640",,,"Tetranthera perrottetii v. subcordata, XT",Tetranthera,perrottetii,,2003,"/Lauraceae/Litsea cordata (Tetranthera perrottetii v. subcordata, XT) MO1806640.jpg",JPG
MO,1819580,XT,Lauraceae,Litsea,cordata,N,N,"(Tetranthera perrottetii v. cumingii, XT) MO1819580",,,"Tetranthera perrottetii v. cumingii, XT",Tetranthera,perrottetii,,2003,"/Lauraceae/Litsea cordata (Tetranthera perrottetii v. cumingii, XT) MO1819580.jpg",JPG
MO,1819580,XT,Lauraceae,Litsea,mappacea,N,N,"(Tetranthera perrottetii v. cumingii, XT) MO1819580",,,"Tetranthera perrottetii v. cumingii, XT",Tetranthera,perrottetii,,2003,"/Lauraceae/Litsea mappacea (Tetranthera perrottetii v. cumingii, XT) MO1819580.jpg",JPG
MO,1414269,XT,Leguminosae-Papilionoideae,Abrus,laevigatus,N,N,"XT, MO1414269",,,,,,,2003,"/Leguminosae-Papilionoideae/Abrus laevigatus, XT, MO1414269.jpg",JPG
MO,1582842,XT,Leguminosae-Papilionoideae,Dalbergia,cumingiana,N,N,"XT, MO1582842",,,,,,,2003,"/Leguminosae-Papilionoideae/Dalbergia cumingiana, XT, MO1582842.jpg",JPG
MO,1840569,XT,Linaceae,Philbornea,magnifolia,N,N,"(P palawanica, XT) MO1840569_1",,,"P palawanica, XT",Philbornea,palawanica,,2004,"/Linaceae/Philbornea magnifolia (P palawanica, XT) MO1840569_1.jpg",JPG
MO,1840569,XT,Linaceae,Philbornea,magnifolia,N,N,"(P palawanica, XT) MO1840569_2",,,"P palawanica, XT",Philbornea,palawanica,,2004,"/Linaceae/Philbornea magnifolia (P palawanica, XT) MO1840569_2.jpg",JPG
MO,1842010,XT,Meliaceae,Aglaia,elliptica,N,N,"(A banahaensis, XT) MO1842010",,,"A banahaensis, XT",Aglaia,banahaensis,,2003,"/Meliaceae/Aglaia elliptica (A banahaensis, XT) MO1842010.jpg",JPG
MO,1956660,XT,Myrsinaceae,Ardisia,squamulosa,N,N,"XT, MO1956660",,,,,,,2003,"/Myrsinaceae/Ardisia squamulosa, XT, MO1956660.jpg",JPG
MO,1431661,XT,Pteridaceae,Pteris,fauriei,N,N,"XT, MO1431661",,,,,,,2003,"/Pteridaceae/Pteris fauriei, XT, MO1431661.jpg",JPG
MO,2380105,XT,Rubiaceae,Hedyotis,pinatubensis,N,N,"XT, MO2380105",,,,,,,2003,"/Rubiaceae/Hedyotis pinatubensis, XT, MO2380105.jpg",JPG
MO,2805665,XT,Rubiaceae,Ixora,cumingiana,N,N,"XT, MO2805665",,,,,,,2003,"/Rubiaceae/Ixora cumingiana, XT, MO2805665.jpg",JPG
MO,2402014,XT,Rubiaceae,Ixora,magnifica,N,N,"XT, MO2402014",,,,,,,2003,"/Rubiaceae/Ixora magnifica, XT, MO2402014.jpg",JPG
MO,2840539,XT,Rubiaceae,Ixora,myriantha,N,N,"XT, MO2840539",,,,,,,2003,"/Rubiaceae/Ixora myriantha, XT, MO2840539.jpg",JPG
MO,2445608,XT,Rubiaceae,Ixora,oblongifolia,N,N,"XT, MO2445608",,,,,,,2003,"/Rubiaceae/Ixora oblongifolia, XT, MO2445608.jpg",JPG
MO,2401836,XT,Rubiaceae,Lasianthus,fordii,N,N,"(L zambalensis, XT) MO2401836",,,"L zambalensis, XT",Lasianthus,zambalensis,,2003,"/Rubiaceae/Lasianthus fordii (L zambalensis, XT) MO2401836.jpg",JPG
MO,2401840,XT,Rubiaceae,Lasianthus,fordii,N,N,"(L submembranifolius, XT) MO2401840",,,"L submembranifolius, XT",Lasianthus,submembranifolius,,2003,"/Rubiaceae/Lasianthus fordii (L submembranifolius, XT) MO2401840.jpg",JPG
MO,2412407,XT,Rubiaceae,Neonauclea,bartlingii,N,N,"(N ategii, XT) MO2412407",,,"N ategii, XT",Neonauclea,ategii,,2003,"/Rubiaceae/Neonauclea bartlingii (N ategii, XT) MO2412407.jpg",JPG
MO,2840555,XT,Rubiaceae,Neonauclea,calycina,N,N,"(Nauclea calycina, XT) MO2840555",,,"Nauclea calycina, XT",Nauclea,calycina,,2003,"/Rubiaceae/Neonauclea calycina (Nauclea calycina, XT) MO2840555.jpeg",JPEG
MO,2446215,XT,Rubiaceae,Ophiorrhiza,curtiflora,N,N,"XT, MO2446215",,,,,,,2003,"/Rubiaceae/Ophiorrhiza curtiflora, XT, MO2446215.jpg",JPG
MO,2545715,XT,Rubiaceae,Praravinia,mindanaensis,N,N,"(Williamsia mindan~, XT) MO2545715",,,"Williamsia mindan~, XT",Williamsia,mindan~,,2003,"/Rubiaceae/Praravinia mindanaensis (Williamsia mindan~, XT) MO2545715.jpg",JPG
MO,2550846,XT,Rubiaceae,Timonius,caudatifolius,N,N,"XT, MO2550846",,,,,,,2003,"/Rubiaceae/Timonius caudatifolius, XT, MO2550846.jpg",JPG
MO,2569432,XT,Rubiaceae,Wendlandia,luzoniensis,N,N,"XT, MO2569432",,,,,,,2003,"/Rubiaceae/Wendlandia luzoniensis, XT, MO2569432.bmp",BMP
MO,1305678,,Apocynaceae,Kopsia,flavida,N,N,(K triangularis) MO1305678,,,K triangularis,Kopsia,triangularis,,2003,/Apocynaceae/Kopsia flavida (K triangularis) MO1305678.jpg,JPG
MO,1319590,,Apocynaceae,Rauvolfia,amsoniifolia,N,N,MO1319590,,,,,,,2003,/Apocynaceae/Rauvolfia amsoniifolia MO1319590.jpg,JPG
MO,1319583,,Apocynaceae,Rauvolfia,sumatrana,N,N,(R palawanensis) MO1319583,,,R palawanensis,Rauvolfia,palawanensis,,2003,/Apocynaceae/Rauvolfia sumatrana (R palawanensis) MO1319583.jpg,JPG
MO,50140699,,Cyperaceae,Cyperus,brevifolia,N,N,(Kyllingia brev~) MO50140699_001,,,Kyllingia brev~,Kyllingia,brev~,,2003,/Cyperaceae/Cyperus brevifolia (Kyllingia brev~) MO50140699_001.jpg,JPG
MO,50140699,,Cyperaceae,Cyperus,brevifolia,N,N,(Kyllingia brev~) MO50140699_002,,,Kyllingia brev~,Kyllingia,brev~,,2003,/Cyperaceae/Cyperus brevifolia (Kyllingia brev~) MO50140699_002.jpg,JPG
MO,1431642,,Dryopteridaceae-Athyrioideae,Diplazium,bolsteri,N,N,MO1431642,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Diplazium bolsteri MO1431642.jpg,JPG
MO,247143,,Gramineae,Aristida,cumingiana,N,N,MO247143,,,,,,,2003,/Gramineae/Aristida cumingiana MO247143.jpeg,JPEG
MO,1477944,,Gramineae,Urochloa,glumaris,N,N,(U paspaloides) MO1477944_2,,,U paspaloides,Urochloa,paspaloides,,2003,/Gramineae/Urochloa glumaris (U paspaloides) MO1477944_2.jpg,JPG
MO,1349372,,Gramineae-Bambusoideae,Bambusa,blumeana,N,N,v. luzonensis MO1349372,,luzonensis,,,,,2003,/Gramineae-Bambusoideae/Bambusa blumeana v. luzonensis MO1349372.jpeg,JPEG
MO,1453234,,Grammitidaceae,Acrosorus,streptophyllus,N,N,(Polypodium strept~) MO1453234,,,Polypodium strept~,Polypodium,strept~,,2003,/Grammitidaceae/Acrosorus streptophyllus (Polypodium strept~) MO1453234.jpg,JPG
MO,1814501,,Grossulariaceae,Polyosma,sorsogonensis,N,N,MO1814501,,,,,,,2003,/Grossulariaceae/Polyosma sorsogonensis MO1814501.jpg,JPG
MO,1814503,,Grossulariaceae,Polyosma,sorsogonensis,N,N,MO1814503,,,,,,,2003,/Grossulariaceae/Polyosma sorsogonensis MO1814503.jpg,JPG
MO,1814505,,Grossulariaceae,Polyosma,sorsogonensis,N,N,MO1814505,,,,,,,2003,/Grossulariaceae/Polyosma sorsogonensis MO1814505.jpg,JPG
MO,1806640,,Lauraceae,Litsea,mappacea,N,N,(Tetranthera perrottetii v. subcordata) MO1806640,,,Tetranthera perrottetii v. subcordata,Tetranthera,perrottetii,,2003,/Lauraceae/Litsea mappacea (Tetranthera perrottetii v. subcordata) MO1806640.jpg,JPG
MO,1791122,,Loranthaceae,Dendropthoe,pentandra,N,N,(Loranthus shawianus) MO1791122,,,Loranthus shawianus,Loranthus,shawianus,,2003,/Loranthaceae/Dendropthoe pentandra (Loranthus shawianus) MO1791122.jpeg,JPEG
MO,1842002,,Meliaceae,Aglaia,elliptica,N,N,(A davaoensis) MO1842002,,,A davaoensis,Aglaia,davaoensis,,2003,/Meliaceae/Aglaia elliptica (A davaoensis) MO1842002.jpg,JPG
MO,1841995,,Meliaceae,Aglaia,grandis,N,N,(A perfulva) MO1841995,,,A perfulva,Aglaia,perfulva,,2003,/Meliaceae/Aglaia grandis (A perfulva) MO1841995.jpg,JPG
MO,1842586,,Meliaceae,Aphanamixis,polystachya,N,N,(A velutina) MO1842586,,,A velutina,Aphanamixis,velutina,,2003,/Meliaceae/Aphanamixis polystachya (A velutina) MO1842586.jpg,JPG
MO,1842565,,Meliaceae,Toona,ciliata,N,N,(Cedrela toona) MO1842565,,,Cedrela toona,Cedrela,toona,,2003,/Meliaceae/Toona ciliata (Cedrela toona) MO1842565.jpg,JPG
MO,1801035,,Menispermaceae,Cocculus,orbiculatus,N,N,(C cynanchoides) MO1801035,,,C cynanchoides,Cocculus,cynanchoides,,2003,/Menispermaceae/Cocculus orbiculatus (C cynanchoides) MO1801035.jpg,JPG
MO,1790803,,Moraceae,Artocarpus,treculianus,N,N,MO1790803,,,,,,,2003,/Moraceae/Artocarpus treculianus MO1790803.jpeg,JPEG
MO,1790804,,Moraceae,Artocarpus,treculianus,N,N,(A nigrescens) MO1790804,,,A nigrescens,Artocarpus,nigrescens,,2003,/Moraceae/Artocarpus treculianus (A nigrescens) MO1790804.jpeg,JPEG
MO,1440773,,Moraceae,Ficus,benguetensis,N,N,(F maquilingensis) MO1440773,,,F maquilingensis,Ficus,maquilingensis,,2003,/Moraceae/Ficus benguetensis (F maquilingensis) MO1440773.jpg,JPG
MO,1440942,,Moraceae,Ficus,benguetensis,N,N,(F urdanetensis) MO1440942,,,F urdanetensis,Ficus,urdanetensis,,2003,/Moraceae/Ficus benguetensis (F urdanetensis) MO1440942.jpg,JPG
MO,1441840,,Moraceae,Ficus,benguetensis,N,N,(F peabodyi) MO1441840,,,F peabodyi,Ficus,peabodyi,,2003,/Moraceae/Ficus benguetensis (F peabodyi) MO1441840.jpg,JPG
MO,1441917,,Moraceae,Ficus,benguetensis,N,N,(F laevicarpa) MO1441917,,,F laevicarpa,Ficus,laevicarpa,,2003,/Moraceae/Ficus benguetensis (F laevicarpa) MO1441917.jpg,JPG
MO,1791682,,Moraceae,Ficus,benjamina,N,N,v. nuda (Urostigma nudum) MO1791682,,nuda,Urostigma nudum,Urostigma,nudum,,2003,/Moraceae/Ficus benjamina v. nuda (Urostigma nudum) MO1791682.jpeg,JPEG
MO,14418,,Moraceae,Ficus,botryocarpa,N,N,(F sordidissima) MO14418,,,F sordidissima,Ficus,sordidissima,,2003,/Moraceae/Ficus botryocarpa (F sordidissima) MO14418.jpg,JPG
MO,1599092,,Moraceae,Ficus,callophylla,N,N,(Urostigma clusioides) MO1599092,,,Urostigma clusioides,Urostigma,clusioides,,2003,/Moraceae/Ficus callophylla (Urostigma clusioides) MO1599092.jpeg,JPEG
MO,1442266,,Moraceae,Ficus,carpenteriana,N,N,(F castanea) MO1442266,,,F castanea,Ficus,castanea,,2003,/Moraceae/Ficus carpenteriana (F castanea) MO1442266.jpg,JPG
MO,1442243,,Moraceae,Ficus,crassiramea,N,N,(F crassicalyx) MO1442243,,,F crassicalyx,Ficus,crassicalyx,,2003,/Moraceae/Ficus crassiramea (F crassicalyx) MO1442243.jpg,JPG
MO,1792727,,Moraceae,Ficus,cuneata,N,N,(Covellia cuneata) MO1792727,,,Covellia cuneata,Covellia,cuneata,,2003,/Moraceae/Ficus cuneata (Covellia cuneata) MO1792727.jpeg,JPEG
MO,1440723,,Moraceae,Ficus,drupacea,N,N,v. auranticarpa (F auranti~) MO1440723,,auranticarpa,F auranti~,Ficus,auranti~,,2003,/Moraceae/Ficus drupacea v. auranticarpa (F auranti~) MO1440723.jpg,JPG
MO,144200,,Moraceae,Ficus,forstenii,N,N,v. umbobracteata (F umbobracteata) MO144200,,umbobracteata,F umbobracteata,Ficus,umbobracteata,,2003,/Moraceae/Ficus forstenii v. umbobracteata (F umbobracteata) MO144200.jpg,JPG
MO,1442207,,Moraceae,Ficus,forstenii,N,N,v. pacifica (F pacifica) MO1442207,,pacifica,F pacifica,Ficus,pacifica,,2003,/Moraceae/Ficus forstenii v. pacifica (F pacifica) MO1442207.jpg,JPG
MO,1442209,,Moraceae,Ficus,forstenii,N,N,v. pacifica (F pacifica) MO1442209,,pacifica,F pacifica,Ficus,pacifica,,2003,/Moraceae/Ficus forstenii v. pacifica (F pacifica) MO1442209.jpg,JPG
MO,1442429,,Moraceae,Ficus,iwahigensis,N,N,(F depressa lvs + F forstenii fig) MO1442429,,,F depressa lvs + F forstenii fig,Ficus,depressa,,2003,/Moraceae/Ficus 'iwahigensis' (F depressa lvs + F forstenii fig) MO1442429.jpg,JPG
MO,1441990,,Moraceae,Ficus,magnoliifolia,N,N,(F apoensis) MO1441990,,,F apoensis,Ficus,apoensis,,2003,/Moraceae/Ficus magnoliifolia (F apoensis) MO1441990.jpg,JPG
MO,1441996,,Moraceae,Ficus,magnoliifolia,N,N,(F apoensis) MO1441996,,,F apoensis,Ficus,apoensis,,2003,/Moraceae/Ficus magnoliifolia (F apoensis) MO1441996.jpg,JPG
MO,1790427,,Moraceae,Streblus,ilicifolius,N,N,(Taxotrophis obtusa) MO1790427,,,Taxotrophis obtusa,Taxotrophis,obtusa,,2003,/Moraceae/Streblus ilicifolius (Taxotrophis obtusa) MO1790427.jpeg,JPEG
MO,1790426,,Moraceae,Trophis,philippinensis,N,N,(Paratrophis grandifolia) MO1790426,,,Paratrophis grandifolia,Paratrophis,grandifolia,,2003,/Moraceae/Trophis philippinensis (Paratrophis grandifolia) MO1790426.jpeg,JPEG
MO,1285795,,Myristicaceae,Endocomia,macrocoma,N,N,v. prainii (Horsfieldia oblongata) MO12xx,,prainii,Horsfieldia oblongata,Horsfieldia,oblongata,,2003,/Myristicaceae/Endocomia macrocoma v. prainii (Horsfieldia oblongata) MO12xx.jpeg,JPEG
MO,1579317,,Myristicaceae,Horsfieldia,ardisiifolia,N,N,(Myristica ardis~) MO1579317,,,Myristica ardis~,Myristica,ardis~,,2003,/Myristicaceae/Horsfieldia ardisiifolia (Myristica ardis~) MO1579317.jpeg,JPEG
MO,1436414,,Myristicaceae,Knema,glomerata,N,N,(K gitingensis) MO1436414,,,K gitingensis,Knema,gitingensis,,2003,/Myristicaceae/Knema glomerata (K gitingensis) MO1436414.jpeg,JPEG
MO,1285826,,Myristicaceae,Myristica,agusanensis,N,N,ssp~ MO1285826,agusanensis,,,,,,2003,/Myristicaceae/Myristica agusanensis ssp~ MO1285826.jpeg,JPEG
MO,,,Myristicaceae,Myristica,cumingii,N,N,(Gymnacranthera urdanetensis) MO,,,Gymnacranthera urdanetensis,Gymnacranthera,urdanetensis,,2003,/Myristicaceae/Myristica cumingii (Gymnacranthera urdanetensis) MO.jpeg,JPEG
MO,1285825,,Myristicaceae,Myristica,fatua,N,N,ssp fatua (M plumeriifolia) MO1285825,fatua,,M plumeriifolia,Myristica,plumeriifolia,,2003,/Myristicaceae/Myristica fatua ssp fatua (M plumeriifolia) MO1285825.jpeg,JPEG
MO,1285825,,Myristicaceae,Myristica,fatua,N,N,ssp~ (M plumeriifolia) MO1285825,fatua,,M plumeriifolia,Myristica,plumeriifolia,,2003,/Myristicaceae/Myristica fatua ssp~ (M plumeriifolia) MO1285825.jpeg,JPEG
MO,1578571,,Myristicaceae,Myristica,guateriifolia,N,N,(M palawanensis) MO1578571,,,M palawanensis,Myristica,palawanensis,,2003,/Myristicaceae/Myristica guateriifolia (M palawanensis) MO1578571.jpeg,JPEG
MO,1579335,,Myristicaceae,Myristica,guateriifolia,N,N,MO1579335,,,,,,,2003,/Myristicaceae/Myristica guateriifolia MO1579335.jpeg,JPEG
MO,1578943,,Myristicaceae,Myristica,philippensis,N,N,(M bracteata) MO1578943,,,M bracteata,Myristica,bracteata,,2003,/Myristicaceae/Myristica philippensis (M bracteata) MO1578943.jpeg,JPEG
MO,1806162,,Myristicaceae,Myristica,umbellata,N,N,MO1806162,,,,,,,2003,/Myristicaceae/Myristica umbellata MO1806162.jpeg,JPEG
MO,182756,,Nepenthaceae,Nepenthes,alata,N,N,v. ecristata (N graciliflora) MO182756,,ecristata,N graciliflora,Nepenthes,graciliflora,,2003,/Nepenthaceae/Nepenthes alata v. ecristata (N graciliflora) MO182756.jpg,JPG
MO,1436955,,Piperaceae,Piper,albidirameum,N,N,(P pendulifolium) MO1436955,,,P pendulifolium,Piper,pendulifolium,,2003,/Piperaceae/Piper albidirameum (P pendulifolium) MO1436955.jpg,JPG
MO,1436416,,Piperaceae,Piper,apoanum,N,N,MO1436416,,,,,,,2003,/Piperaceae/Piper apoanum MO1436416.jpg,JPG
MO,1447268,,Piperaceae,Piper,arborescens,N,N,v. arbor~ (P glandulosa) MO1447268,,arborescens,P glandulosa,Piper,glandulosa,,2003,/Piperaceae/Piper arborescens v. arbor~ (P glandulosa) MO1447268.jpg,JPG
MO,1436417,,Piperaceae,Piper,aurilimbum,N,N,MO1436417,,,,,,,2003,/Piperaceae/Piper aurilimbum MO1436417.jpg,JPG
MO,1437057,,Piperaceae,Piper,betle,N,N,v. betle (P puberulinodum) MO1437057,,betle,P puberulinodum,Piper,puberulinodum,,2003,/Piperaceae/Piper betle v. betle (P puberulinodum) MO1437057.jpg,JPG
MO,1437029,,Piperaceae,Piper,caninum,N,N,v. latibracteum MO1437029,,latibracteum,,,,,2003,/Piperaceae/Piper caninum v. latibracteum MO1437029.jpg,JPG
MO,1437031,,Piperaceae,Piper,caninum,N,N,v. latibracteum MO1437031,,latibracteum,,,,,2003,/Piperaceae/Piper caninum v. latibracteum MO1437031.jpg,JPG
MO,1437051,,Piperaceae,Piper,davaoense,N,N,(P laxirameum) MO1437051,,,P laxirameum,Piper,laxirameum,,2003,/Piperaceae/Piper davaoense (P laxirameum) MO1437051.jpg,JPG
MO,1437007,,Piperaceae,Piper,haenkeanum,N,N,(P obovatibracteum) MO1437007,,,P obovatibracteum,Piper,obovatibracteum,,2003,/Piperaceae/Piper haenkeanum (P obovatibracteum) MO1437007.jpg,JPG
MO,1437046,,Piperaceae,Piper,lageniovarium,N,N,MO1437046,,,,,,,2003,/Piperaceae/Piper lageniovarium MO1437046.jpg,JPG
MO,1437011,,Piperaceae,Piper,lessertianum,N,N,v. oblongibaccum (P oblongi~) MO1437011,,oblongibaccum,P oblongi~,Piper,oblongi~,,2003,/Piperaceae/Piper lessertianum v. oblongibaccum (P oblongi~) MO1437011.jpg,JPG
MO,1437003,,Piperaceae,Piper,ovatibaccum,N,N,MO1437003,,,,,,,2003,/Piperaceae/Piper ovatibaccum MO1437003.jpg,JPG
MO,1436958,,Piperaceae,Piper,parcirameum,N,N,MO1436958,,,,,,,2003,/Piperaceae/Piper parcirameum MO1436958.jpg,JPG
MO,1436961,,Piperaceae,Piper,parcirameum,N,N,MO1436961,,,,,,,2003,/Piperaceae/Piper parcirameum MO1436961.jpg,JPG
MO,1436920,,Piperaceae,Piper,toppingii,N,N,MO1436920,,,,,,,2003,/Piperaceae/Piper toppingii MO1436920.jpg,JPG
MO,1436719,,Piperaceae,Piper,varibracteum,N,N,MO1436719,,,,,,,2003,/Piperaceae/Piper varibracteum MO1436719.jpg,JPG
MO,1478058,,Piperaceae,Piper,varibracteum,N,N,(P striatum) MO1478058,,,P striatum,Piper,striatum,,2003,/Piperaceae/Piper varibracteum (P striatum) MO1478058.jpg,JPG
MO,1437021,,Piperaceae,Piper,viminale,N,N,(P negrosense) MO1437021,,,P negrosense,Piper,negrosense,,2003,/Piperaceae/Piper viminale (P negrosense) MO1437021.jpg,JPG
MO,699163,,Podocarpaceae,Dacrycarpus,cumingii,N,N,(Podocarpus cumingii) MO699163,,,Podocarpus cumingii,Podocarpus,cumingii,,2003,/Podocarpaceae/Dacrycarpus cumingii (Podocarpus cumingii) MO699163.jpg,JPG
MO,699163,,Podocarpaceae,Dacrycarpus,cumingii,N,N,(Podocarpus cumingii) MO699163_2,,,Podocarpus cumingii,Podocarpus,cumingii,,2003,/Podocarpaceae/Dacrycarpus cumingii (Podocarpus cumingii) MO699163_2.jpg,JPG
MO,,,Polygonaceae,Polygonum,caespitosum,N,N,MO,,,,,,,2003,/Polygonaceae/Polygonum caespitosum MO.jpg,JPG
