HCODE,HSERIAL,TCODE,FAMILY,GENUS,SPECIES,IS_FRAGMENT,IS_DRAWING,INFO,SUBSPECIES,VARIETY,ALT_INFO,ALT_GENUS,ALT_SPECIES,ALT_TYPE,YR,FILEPATH,FILETYPE
A,98353,HT,Actinidiaceae,Saurauia,knemifolia,N,N,"HT, A98353",,,,,,,2003,"/Actinidiaceae/Saurauia knemifolia, HT, A98353.jpg",JPG
A,96363,HT,Actinidiaceae,Saurauia,latibractea,N,N,"(S ramosii, HT) A96363",,,"S ramosii, HT",Saurauia,ramosii,,2003,"/Actinidiaceae/Saurauia latibractea (S ramosii, HT) A96363.jpg",JPG
A,96495,HT,Boraginaceae,Tournefortia,luzonica,N,N,"v. sublucens, HT, A96495",,sublucens,,,,,2003,"/Boraginaceae/Tournefortia luzonica v. sublucens, HT, A96495.bmp",BMP
A,52118,HT,Elaeocarpaceae,Elaeocarpus,angustifolius,N,N,"(E trichopetalus, HT) A52118",,,"E trichopetalus, HT",Elaeocarpus,trichopetalus,,2003,"/Elaeocarpaceae/Elaeocarpus angustifolius (E trichopetalus, HT) A52118.jpg",JPG
A,52051,HT,Elaeocarpaceae,Elaeocarpus,dinagatensis,N,N,"HT, A52051",,,,,,,2003,"/Elaeocarpaceae/Elaeocarpus dinagatensis, HT, A52051.jpg",JPG
A,52119,HT,Elaeocarpaceae,Elaeocarpus,merrittii,N,N,"(E urophyllus, HT) A52119",,,"E urophyllus, HT",Elaeocarpus,urophyllus,,2003,"/Elaeocarpaceae/Elaeocarpus merrittii (E urophyllus, HT) A52119.jpg",JPG
A,52113,HT,Elaeocarpaceae,Elaeocarpus,parvilimbus,N,N,"HT, A52113",,,,,,,2003,"/Elaeocarpaceae/Elaeocarpus parvilimbus, HT, A52113.jpg",JPG
A,92024,HT,Euphorbiaceae,Antidesma,edule,N,N,"v. apoense, HT, A92024",,apoense,,,,,2003,"/Euphorbiaceae/Antidesma edule v. apoense, HT, A92024.jpg",JPG
A,26430,HT,Euphorbiaceae,Aporosa,leytensis,N,N,"HT, A26430",,,,,,,2003,"/Euphorbiaceae/Aporosa leytensis, HT, A26430.jpg",JPG
A,47539,HT,Euphorbiaceae,Croton,argyratus,N,N,"(C avellaneus, HT) A47539",,,"C avellaneus, HT",Croton,avellaneus,,2003,"/Euphorbiaceae/Croton argyratus (C avellaneus, HT) A47539.jpg",JPG
A,47540,HT,Euphorbiaceae,Croton,babuyanensis,N,N,"HT, A47540",,,,,,,2003,"/Euphorbiaceae/Croton babuyanensis, HT, A47540.jpg",JPG
A,47541,HT,Euphorbiaceae,Croton,batangasensis,N,N,"HT, A47541",,,,,,,2003,"/Euphorbiaceae/Croton batangasensis, HT, A47541.jpg",JPG
A,47541,HT,Euphorbiaceae,Croton,batangasensis,N,N,"HT, A47541",,,,,,,2003,"/Euphorbiaceae/Croton batangasensis2, HT, A47541.jpg",JPG
A,47537,HT,Euphorbiaceae,Croton,consanguineus,N,N,"v. molliusculus, HT, A47537",,molliusculus,,,,,2003,"/Euphorbiaceae/Croton consanguineus v. molliusculus, HT, A47537.jpg",JPG
A,47536,HT,Euphorbiaceae,Croton,cotabatensis,N,N,"HT, A47536",,,,,,,2003,"/Euphorbiaceae/Croton cotabatensis, HT, A47536.jpg",JPG
A,47533,HT,Euphorbiaceae,Croton,leytensis,N,N,"HT, A47533",,,,,,,2003,"/Euphorbiaceae/Croton leytensis, HT, A47533.jpg",JPG
A,47542,HT,Euphorbiaceae,Croton,novae-astigis,N,N,"HT, A47542",,,,,,,2003,"/Euphorbiaceae/Croton novae-astigis, HT, A47542.jpg",JPG
A,48710,HT,Euphorbiaceae,Ptychopyxis,philippina,N,N,"HT, A48710",,,,,,,2003,"/Euphorbiaceae/Ptychopyxis philippina, HT, A48710.jpg",JPG
A,48757,HT,Euphorbiaceae,Stillingia,lineata,N,N,"ssp pacifica (Sapium plumerioides, HT) A48757",pacifica,,"Sapium plumerioides, HT",Sapium,plumerioides,,2003,"/Euphorbiaceae/Stillingia lineata ssp pacifica (Sapium plumerioides, HT) A48757.jpg",JPG
A,107161,HT,Gesneriaceae,Agalmyla,persimilis,N,N,"HT, A107161",,,,,,,2003,"/Gesneriaceae/Agalmyla persimilis, HT, A107161.jpg",JPG
A,105899,HT,Gesneriaceae,Agalmyla,rotundiloba,N,N,"HT, A105899",,,,,,,2003,"/Gesneriaceae/Agalmyla rotundiloba, HT, A105899.jpg",JPG
A,112990,HT,Grammitidaceae,Acrosorus,nudicarpus,N,N,"HT, A112990",,,,,,,2003,"/Grammitidaceae/Acrosorus nudicarpus, HT, A112990.jpg",JPG
A,67357,HT,Guttiferae,Calophyllum,rigidulum,N,N,"HT, A67357",,,,,,,2003,"/Guttiferae/Calophyllum rigidulum, HT, A67357.jpg",JPG
A,67983,HT,Guttiferae,Kayea,paniculata,N,N,"ssp triangularis, HT, A67983",triangularis,,,,,,2003,"/Guttiferae/Kayea paniculata ssp triangularis, HT, A67983.jpg",JPG
A,69903,HT,Myrtaceae,Eugenia,,N,N,"(Garcinia heterop~, HT) A69903",,,"Garcinia heterop~, HT",Garcinia,heterop~,,2003,"/Myrtaceae/Eugenia (Garcinia heterop~, HT) A69903.jpg",JPG
A,71498,HT,Myrtaceae,Syzygium,affine,N,N,"HT, A71498",,,,,,,2003,"/Myrtaceae/Syzygium affine, HT, A71498.jpg",JPG
A,71505,HT,Myrtaceae,Syzygium,filipes,N,N,"HT, A71505",,,,,,,2003,"/Myrtaceae/Syzygium filipes, HT, A71505.jpg",JPG
A,71509,HT,Myrtaceae,Syzygium,obliquinervium,N,N,"(Eugenia obliq~, HT) A71509",,,"Eugenia obliq~, HT",Eugenia,obliq~,,2003,"/Myrtaceae/Syzygium obliquinervium (Eugenia obliq~, HT) A71509.jpg",JPG
A,71511,HT,Myrtaceae,Syzygium,polisense,N,N,"HT, A71511",,,,,,,2003,"/Myrtaceae/Syzygium polisense, HT, A71511.jpg",JPG
A,71512,HT,Myrtaceae,Syzygium,rigidifolium,N,N,"HT, A71512",,,,,,,2003,"/Myrtaceae/Syzygium rigidifolium, HT, A71512.jpg",JPG
A,71516,HT,Myrtaceae,Syzygium,vulcanicum,N,N,"HT, A71516",,,,,,,2003,"/Myrtaceae/Syzygium vulcanicum, HT, A71516.jpg",JPG
A,20145,HT,Pandanaceae,Pandanus,lateralistigma,N,N,"HT (P umbonatus, HT) A20145",,,"P umbonatus, HT",Pandanus,umbonatus,,2003,"/Pandanaceae/Pandanus lateralistigma, HT (P umbonatus, HT) A20145.jpg",JPG
A,92327,HT,Rubiaceae,Antherostele,callophylla,N,N,"HT, A92327",,,,,,,2003,"/Rubiaceae/Antherostele callophylla, HT, A92327.jpg",JPG
A,94729,HT,Rubiaceae,Praravinia,quadribracteolata,N,N,"(Urophyllum quad~, HT) A94729",,,"Urophyllum quad~, HT",Urophyllum,quad~,,2003,"/Rubiaceae/Praravinia quadribracteolata (Urophyllum quad~, HT) A94729.jpg",JPG
A,104945,HT,Rubiaceae,Rothmannia,leytensis,N,N,"ined., HT, A104945",,,,,,,2003,"/Rubiaceae/Rothmannia leytensis, ined., HT, A104945.jpg",JPG
A,35122,HT,Urticaceae,Leucosyke,angusta,N,N,"HT, A35122",,,,,,,2003,"/Urticaceae/Leucosyke angusta, HT, A35122.jpg",JPG
A,95429,HT,Verbenaceae,Premna,atra,N,N,"HT, A95429",,,,,,,2003,"/Verbenaceae/Premna atra, HT, A95429.jpg",JPG
A,96163,ILT,Cornaceae,Mastixia,trichotoma,N,N,"v. clarkeana (Vitex permnoides, ILT) A96163",,clarkeana,"Vitex permnoides, ILT",Vitex,permnoides,,2003,"/Cornaceae/Mastixia trichotoma v. clarkeana (Vitex permnoides, ILT) A96163.jpg",JPG
A,56376,ILT,Euphorbiaceae,Antidesma,digitaliforme,N,N,"(A luzonicum, ILT) A56376",,,"A luzonicum, ILT",Antidesma,luzonicum,,2003,"/Euphorbiaceae/Antidesma digitaliforme (A luzonicum, ILT) A56376.jpg",JPG
A,,ILT,Euphorbiaceae,Antidesma,digitaliforme,N,N,"ILT, A68663, packet only",,,,,,,2003,"/Euphorbiaceae/Antidesma digitaliforme, ILT, A68663, packet only.jpg",JPG
A,56376,ILT,Euphorbiaceae,Antidesma,luzonicum,N,N,"ILT, A56376",,,,,,,2003,"/Euphorbiaceae/Antidesma luzonicum, ILT, A56376.jpg",JPG
A,56375,ILT,Euphorbiaceae,Antidesma,montanum,N,N,"(A nitidum, ILT) A56375",,,"A nitidum, ILT",Antidesma,nitidum,,2003,"/Euphorbiaceae/Antidesma montanum (A nitidum, ILT) A56375.jpg",JPG
A,68524,ILT,Euphorbiaceae,Antidesma,pleuricum,N,N,"(A obliquicarpum, ILT) A68524",,,"A obliquicarpum, ILT",Antidesma,obliquicarpum,,2003,"/Euphorbiaceae/Antidesma pleuricum (A obliquicarpum, ILT) A68524.jpg",JPG
A,68523,ILT,Euphorbiaceae,Antidesma,subolivaceum,N,N,"ILT, A68523",,,,,,,2003,"/Euphorbiaceae/Antidesma subolivaceum, ILT, A68523.jpg",JPG
A,44664,ILT,Meliaceae,Aglaia,cumingiana,N,N,"ILT, A44664",,,,,,,2003,"/Meliaceae/Aglaia cumingiana, ILT, A44664.jpg",JPG
A,44693,ILT,Meliaceae,Aglaia,elliptica,N,N,"(A sorsogonensis, ILT) A44693",,,"A sorsogonensis, ILT",Aglaia,sorsogonensis,,2003,"/Meliaceae/Aglaia elliptica (A sorsogonensis, ILT) A44693.jpg",JPG
A,25385,ILT,Myrsinaceae,Ardisia,ilocana,N,N,"ILT, A25385",,,,,,,2003,"/Myrsinaceae/Ardisia ilocana, ILT, A25385.jpg",JPG
A,25387,ILT,Myrsinaceae,Ardisia,nigromaculata,N,N,"ILT, A25387",,,,,,,2003,"/Myrsinaceae/Ardisia nigromaculata, ILT, A25387.jpg",JPG
A,25667,ILT,Myrsinaceae,Myrsine,fastigiata,N,N,"(Rapanea fastig~, ILT) A25667",,,"Rapanea fastig~, ILT",Rapanea,fastig~,,2003,"/Myrsinaceae/Myrsine fastigiata (Rapanea fastig~, ILT) A25667.jpg",JPG
A,,ILT,Myrsinaceae,Myrsine,peregrina,N,N,"(Rapanea venosa, ILT) A, no barcode #",,,"Rapanea venosa, ILT",Rapanea,venosa,,2003,"/Myrsinaceae/Myrsine peregrina (Rapanea venosa, ILT) A, no barcode #.jpg",JPG
A,95002,ILT,Rubiaceae,Praravinia,pubescens,N,N,"(Williamsia pubes~, ILT) A95002",,,"Williamsia pubes~, ILT",Williamsia,pubes~,,2003,"/Rubiaceae/Praravinia pubescens (Williamsia pubes~, ILT) A95002.jpg",JPG
A,95472,ILT,Rubiaceae,Psychotria,arborescens,N,N,"ILT, A95472",,,,,,,2003,"/Rubiaceae/Psychotria arborescens, ILT, A95472.jpg",JPG
A,95502,ILT,Rubiaceae,Psychotria,barkleyi,N,N,"(P longipedunculata, ILT) A95502",,,"P longipedunculata, ILT",Psychotria,longipedunculata,,2003,"/Rubiaceae/Psychotria barkleyi (P longipedunculata, ILT) A95502.jpg",JPG
A,95487,ILT,Rubiaceae,Psychotria,elliptilimba,N,N,"ILT, A95487",,,,,,,2003,"/Rubiaceae/Psychotria elliptilimba, ILT, A95487.jpg",JPG
A,92940,ILT,Rubiaceae,Psychotria,ilocana,N,N,"(Grumilea ilocana, ILT) A92940",,,"Grumilea ilocana, ILT",Grumilea,ilocana,,2003,"/Rubiaceae/Psychotria ilocana (Grumilea ilocana, ILT) A92940.jpg",JPG
A,95496,ILT,Rubiaceae,Psychotria,lancilimba,N,N,"ILT, A95496",,,,,,,2003,"/Rubiaceae/Psychotria lancilimba, ILT, A95496.jpg",JPG
A,95505,ILT,Rubiaceae,Psychotria,magnifolia,N,N,"ILT, A95505",,,,,,,2003,"/Rubiaceae/Psychotria magnifolia, ILT, A95505.jpg",JPG
A,95506,ILT,Rubiaceae,Psychotria,merrittii,N,N,"ILT, A95506",,,,,,,2003,"/Rubiaceae/Psychotria merrittii, ILT, A95506.jpg",JPG
A,95519,ILT,Rubiaceae,Psychotria,pubilimba,N,N,"ILT, A95519",,,,,,,2003,"/Rubiaceae/Psychotria pubilimba, ILT, A95519.jpg",JPG
A,95531,ILT,Rubiaceae,Psychotria,subcucullata,N,N,"ILT, A95531",,,,,,,2003,"/Rubiaceae/Psychotria subcucullata, ILT, A95531.jpg",JPG
A,95548,ILT,Rubiaceae,Psychotria,weberi,N,N,"ILT, A95548",,,,,,,2003,"/Rubiaceae/Psychotria weberi, ILT, A95548.jpg",JPG
A,92944,ILT,Rubiaceae,Psychotria,wenzelii,N,N,"(Grumilea wenzelii, ILT) A92944",,,"Grumilea wenzelii, ILT",Grumilea,wenzelii,,2003,"/Rubiaceae/Psychotria wenzelii (Grumilea wenzelii, ILT) A92944.jpg",JPG
A,92945,ILT,Rubiaceae,Psychotria,yatesii,N,N,"(Grumilea yatesii, ILT) A92945",,,"Grumilea yatesii, ILT",Grumilea,yatesii,,2003,"/Rubiaceae/Psychotria yatesii (Grumilea yatesii, ILT) A92945.jpg",JPG
A,75769,ILT,Sapotaceae,Palaquium,globosum,N,N,"(P retusum Merr. non Becc., ILT) A75769",,,"P retusum Merr. non Becc., ILT",Palaquium,retusum,,2003,"/Sapotaceae/Palaquium globosum (P retusum Merr. non Becc., ILT) A75769.jpg",JPG
A,105806,INT,Euphorbiaceae,Aleurites,moluccana,N,N,"(A lobata, INT) A105806",,,"A lobata, INT",Aleurites,lobata,,2003,"/Euphorbiaceae/Aleurites moluccana (A lobata, INT) A105806.jpg",JPG
A,49617,IST,Aquifoliaceae,Ilex,buergeri,N,N,"v. rolfei (I rolfei, IST) A49617",,rolfei,"I rolfei, IST",Ilex,rolfei,,2003,"/Aquifoliaceae/Ilex buergeri v. rolfei (I rolfei, IST) A49617.jpg",JPG
A,49618,IST,Aquifoliaceae,Ilex,buergeri,N,N,"v. rolfei (I rolfei, IST) A49618",,rolfei,"I rolfei, IST",Ilex,rolfei,,2003,"/Aquifoliaceae/Ilex buergeri v. rolfei (I rolfei, IST) A49618.jpg",JPG
A,,IST,Araliaceae,Schefflera,simplicifolia,N,N,"(S sorsogonensis, IST) A, no barcode#",,,"S sorsogonensis, IST",Schefflera,sorsogonensis,,2001,"/Araliaceae/Schefflera simplicifolia (S sorsogonensis, IST) A, no barcode#.jpg",JPG
A,15706,IST,Ebenaceae,Diospyros,curranii,N,N,"(D sibuyanensis, IST) A15706",,,"D sibuyanensis, IST",Diospyros,sibuyanensis,,2003,"/Ebenaceae/Diospyros curranii (D sibuyanensis, IST) A15706.jpg",JPG
A,67010,IST,Flacourtiaceae,Xylosma,palawanense,N,N,"IST, A67010",,,,,,,1997,"/Flacourtiaceae/Xylosma palawanense, IST, A67010.jpg",JPG
A,67528,IST,Guttiferae,Garcinia,eugeniaefolia,N,N,"(G gitingensis, IST) A67528",,,"G gitingensis, IST",Garcinia,gitingensis,,2003,"/Guttiferae/Garcinia eugeniaefolia (G gitingensis, IST) A67528.jpg",JPG
A,67534,IST,Guttiferae,Garcinia,mindanaensis,N,N,"IST, A67534",,,,,,,2003,"/Guttiferae/Garcinia mindanaensis, IST, A67534.jpg",JPG
A,67537,IST,Guttiferae,Garcinia,rhizophoroides,N,N,"IST, A67537",,,,,,,2003,"/Guttiferae/Garcinia rhizophoroides, IST, A67537.jpg",JPG
A,69752,IST,Myrtaceae,Syzygium,mirabile,N,N,"(Eugenia mirabilis, IST) A69752",,,"Eugenia mirabilis, IST",Eugenia,mirabilis,,2003,"/Myrtaceae/Syzygium mirabile (Eugenia mirabilis, IST) A69752.jpg",JPG
A,69785,IST,Myrtaceae,Syzygium,oleinum,N,N,"(Eugenia sinubanensis, IST) A69785",,,"Eugenia sinubanensis, IST",Eugenia,sinubanensis,,2003,"/Myrtaceae/Syzygium oleinum (Eugenia sinubanensis, IST) A69785.jpg",JPG
A,20112,IST,Pandanaceae,Pandanus,exaltatus,N,N,"(~fm ahernianus, IST) A20112",,,"~fm ahernianus, IST",Pandanus,exaltatus,,2003,"/Pandanaceae/Pandanus exaltatus (~fm ahernianus, IST) A20112.jpg",JPG
A,95716,IST,Rubiaceae,Fagerlindia,microcarpa,N,N,"(Randia cumingiana, IST) A95716",,,"Randia cumingiana, IST",Randia,cumingiana,,2003,"/Rubiaceae/Fagerlindia microcarpa (Randia cumingiana, IST) A95716.jpg",JPG
A,39524,IST,Urticaceae,Elatostema,banahaense,N,N,"(E bulusanense, IST) A39524",,,"E bulusanense, IST",Elatostema,bulusanense,,2003,"/Urticaceae/Elatostema banahaense (E bulusanense, IST) A39524.jpg",JPG
A,93863,IST,Verbenaceae,Callicarpa,cumingiana,N,N,"(C affinis, IST) A93863",,,"C affinis, IST",Callicarpa,affinis,,2003,"/Verbenaceae/Callicarpa cumingiana (C affinis, IST) A93863.jpg",JPG
A,93865,IST,Verbenaceae,Callicarpa,cumingiana,N,N,"(C affinis, IST) A93865",,,"C affinis, IST",Callicarpa,affinis,,2003,"/Verbenaceae/Callicarpa cumingiana (C affinis, IST) A93865.jpg",JPG
A,63051,IT,Acanthaceae,Hemigraphis,parvifolia,N,N,"IT, A63051",,,,,,,2003,"/Acanthaceae/Hemigraphis parvifolia, IT, A63051.jpg",JPG
A,63052,IT,Acanthaceae,Hemigraphis,polillensis,N,N,"IT, A63052",,,,,,,2003,"/Acanthaceae/Hemigraphis polillensis, IT, A63052.jpg",JPG
A,93970,IT,Acanthaceae,Pseuderanthemum,fruticosum,N,N,"(Eranthemum frut~, IT) A93970",,,"Eranthemum frut~, IT",Eranthemum,frut~,,2003,"/Acanthaceae/Pseuderanthemum fruticosum (Eranthemum frut~, IT) A93970.jpg",JPG
A,98340,IT,Actinidiaceae,Saurauia,bicolor,N,N,"IT, A98340",,,,,,,2003,"/Actinidiaceae/Saurauia bicolor, IT, A98340.jpg",JPG
A,96365,IT,Actinidiaceae,Saurauia,elegans,N,N,"(S santosii, IT) A96365",,,"S santosii, IT",Saurauia,santosii,,2003,"/Actinidiaceae/Saurauia elegans (S santosii, IT) A96365.jpg",JPG
A,98347,IT,Actinidiaceae,Saurauia,elmeri,N,N,"IT, A98347",,,,,,,2003,"/Actinidiaceae/Saurauia elmeri, IT, A98347.jpg",JPG
A,98361,IT,Actinidiaceae,Saurauia,oblancilimba,N,N,"IT, A98361",,,,,,,2003,"/Actinidiaceae/Saurauia oblancilimba, IT, A98361.jpg",JPG
A,98371,IT,Actinidiaceae,Saurauia,tayabensis,N,N,"IT, A98371",,,,,,,2003,"/Actinidiaceae/Saurauia tayabensis, IT, A98371.jpg",JPG
A,98372,IT,Actinidiaceae,Saurauia,trichophora,N,N,"IT, A98372",,,,,,,2003,"/Actinidiaceae/Saurauia trichophora, IT, A98372.jpg",JPG
A,98375,IT,Actinidiaceae,Saurauia,wenzelii,N,N,"IT, A98375",,,,,,,2003,"/Actinidiaceae/Saurauia wenzelii, IT, A98375.jpg",JPG
A,98377,IT,Actinidiaceae,Saurauia,zamboangensis,N,N,"IT, A98377",,,,,,,2003,"/Actinidiaceae/Saurauia zamboangensis, IT, A98377.jpg",JPG
A,54889,IT,Apocynaceae,Alyxia,muguma,N,N,"IT, A54889",,,,,,,2003,"/Apocynaceae/Alyxia muguma, IT, A54889.jpg",JPG
A,57827,IT,Apocynaceae,Alyxia,sibuyanensis,N,N,"IT, A57827",,,,,,,2003,"/Apocynaceae/Alyxia sibuyanensis, IT, A57827.jpg",JPG
A,67624,IT,Apocynaceae,Alyxia,sibuyanensis,N,N,"(A retusa, IT) A67624",,,"A retusa, IT",Alyxia,retusa,,2003,"/Apocynaceae/Alyxia sibuyanensis (A retusa, IT) A67624.jpg",JPG
A,49611,IT,Aquifoliaceae,Ilex,asprella,N,N,"v. megaphylla, IT, A49611",,megaphylla,,,,,2003,"/Aquifoliaceae/Ilex asprella v. megaphylla, IT, A49611.jpg",JPG
A,49619,IT,Aquifoliaceae,Ilex,buergeri,N,N,"v. rolfei (I rolfei, IT) A49619",,rolfei,"I rolfei, IT",Ilex,rolfei,,2003,"/Aquifoliaceae/Ilex buergeri v. rolfei (I rolfei, IT) A49619.jpg",JPG
A,49610,IT,Aquifoliaceae,Ilex,malaccensis,N,N,"(I apoensis v. punctata, IT) A49610",,,"I apoensis v. punctata, IT",Ilex,apoensis,,2003,"/Aquifoliaceae/Ilex malaccensis (I apoensis v. punctata, IT) A49610.jpg",JPG
A,49612,IT,Aquifoliaceae,Ilex,warburgii,N,N,"v. benguetensis (I benguetensis, IT) A49612",,benguetensis,"I benguetensis, IT",Ilex,benguetensis,,2003,"/Aquifoliaceae/Ilex warburgii v. benguetensis (I benguetensis, IT) A49612.jpg",JPG
A,67992,IT,Araliaceae,Aralia,bipinnata,N,N,"(A hypoleuca, IT) A67992",,,"A hypoleuca, IT",Aralia,hypoleuca,,2001,"/Araliaceae/Aralia bipinnata (A hypoleuca, IT) A67992.jpg",JPG
A,67728,IT,Araliaceae,Aralia,merrillii,N,N,"(Acanthophora scandens, IT) A67728",,,"Acanthophora scandens, IT",Acanthophora,scandens,,2001,"/Araliaceae/Aralia merrillii (Acanthophora scandens, IT) A67728.jpg",JPG
A,66260,IT,Araliaceae,Arthrophyllum,ahernianum,N,N,"(A sablanense, IT) A66260",,,"A sablanense, IT",Arthrophyllum,sablanense,,2001,"/Araliaceae/Arthrophyllum ahernianum (A sablanense, IT) A66260.jpg",JPG
A,68269,IT,Araliaceae,Osmoxylon,dinagatense,N,N,"(Boerlagiodendron dinag~, IT) A68269",,,"Boerlagiodendron dinag~, IT",Boerlagiodendron,dinag~,,2001,"/Araliaceae/Osmoxylon dinagatense (Boerlagiodendron dinag~, IT) A68269.jpg",JPG
A,68295,IT,Araliaceae,Osmoxylon,fenicis,N,N,"(Boerlagiodendron tayabense, IT) A68295",,,"Boerlagiodendron tayabense, IT",Boerlagiodendron,tayabense,,2001,"/Araliaceae/Osmoxylon fenicis (Boerlagiodendron tayabense, IT) A68295.jpg",JPG
A,68263,IT,Araliaceae,Osmoxylon,heterophyllum,N,N,"(Boerlagiodendron heter~, IT) A68263",,,"Boerlagiodendron heter~, IT",Boerlagiodendron,heter~,,2001,"/Araliaceae/Osmoxylon heterophyllum (Boerlagiodendron heter~, IT) A68263.jpg",JPG
A,68290,IT,Araliaceae,Osmoxylon,pulcherrimum,N,N,"(Boerlagiodendron sibuyanense, IT) A68290",,,"Boerlagiodendron sibuyanense, IT",Boerlagiodendron,sibuyanense,,2001,"/Araliaceae/Osmoxylon pulcherrimum (Boerlagiodendron sibuyanense, IT) A68290.jpg",JPG
A,68289,IT,Araliaceae,Osmoxylon,serratifolium,N,N,"(Boerlagiodendron serr~, IT) A68289",,,"Boerlagiodendron serr~, IT",Boerlagiodendron,serr~,,2001,"/Araliaceae/Osmoxylon serratifolium (Boerlagiodendron serr~, IT) A68289.jpg",JPG
A,73293,IT,Araliaceae,Schefflera,bukidnonensis,N,N,"IT, A73293",,,,,,,2001,"/Araliaceae/Schefflera bukidnonensis, IT, A73293.jpg",JPG
A,73302,IT,Araliaceae,Schefflera,foetida,N,N,"(S paniculata, IT) A73302",,,"S paniculata, IT",Schefflera,paniculata,,2001,"/Araliaceae/Schefflera foetida (S paniculata, IT) A73302.jpg",JPG
A,73299,IT,Araliaceae,Schefflera,obtusifolia,N,N,"IT, A73299",,,,,,,2001,"/Araliaceae/Schefflera obtusifolia, IT, A73299.jpg",JPG
A,73301,IT,Araliaceae,Schefflera,panayensis,N,N,"IT, A73301",,,,,,,2001,"/Araliaceae/Schefflera panayensis, IT, A73301.jpg",JPG
A,73305,IT,Araliaceae,Schefflera,platyphylla,N,N,"IT, A73305",,,,,,,2001,"/Araliaceae/Schefflera platyphylla, IT, A73305.jpg",JPG
A,73311,IT,Araliaceae,Schefflera,todayensis,N,N,"IT, A73311",,,,,,,2001,"/Araliaceae/Schefflera todayensis, IT, A73311.jpg",JPG
A,73304,IT,Araliaceae,Schefflera,trifoliata,N,N,"(S piperoidea, IT) A73304",,,"S piperoidea, IT",Schefflera,piperoidea,,2001,"/Araliaceae/Schefflera trifoliata (S piperoidea, IT) A73304.jpg",JPG
A,73304,IT,Araliaceae,Schefflera,trifoliolata,N,N,"(S piperoidea, IT) A73304",,,"S piperoidea, IT",Schefflera,piperoidea,,2001,"/Araliaceae/Schefflera trifoliolata (S piperoidea, IT) A73304.jpg",JPG
A,15690,IT,Ebenaceae,Diospyros,brideliifolia,N,N,"IT, A15690",,,,,,,2003,"/Ebenaceae/Diospyros brideliifolia, IT, A15690.jpg",JPG
A,15702,IT,Ebenaceae,Diospyros,curranii,N,N,"(D reticulata, IT) A15702",,,"D reticulata, IT",Diospyros,reticulata,,2003,"/Ebenaceae/Diospyros curranii (D reticulata, IT) A15702.jpg",JPG
A,15689,IT,Ebenaceae,Diospyros,hebecarpa,N,N,"(D alata, IT) A15689",,,"D alata, IT",Diospyros,alata,,2003,"/Ebenaceae/Diospyros hebecarpa (D alata, IT) A15689.jpg",JPG
A,15697,IT,Ebenaceae,Diospyros,longiciliata,N,N,"IT, A15697",,,,,,,2003,"/Ebenaceae/Diospyros longiciliata, IT, A15697.jpg",JPG
A,15701,IT,Ebenaceae,Diospyros,poncei,N,N,"fm poncei, IT, A15701",,,,,,,2003,"/Ebenaceae/Diospyros poncei fm poncei, IT, A15701.jpg",JPG
A,5210,IT,Elaeocarpaceae,Elaeocarpus,culminicola,N,N,"v. pendulus (E maquilingensis, IT) A5210",,pendulus,"E maquilingensis, IT",Elaeocarpus,maquilingensis,,2003,"/Elaeocarpaceae/Elaeocarpus culminicola v. pendulus (E maquilingensis, IT) A5210.jpg",JPG
A,52052,IT,Elaeocarpaceae,Elaeocarpus,dolichopetalus,N,N,"IT, A52052",,,,,,,2003,"/Elaeocarpaceae/Elaeocarpus dolichopetalus, IT, A52052.jpg",JPG
A,52106,IT,Elaeocarpaceae,Elaeocarpus,mollis,N,N,"IT, A52106",,,,,,,2003,"/Elaeocarpaceae/Elaeocarpus mollis, IT, A52106.jpg",JPG
A,52112,IT,Elaeocarpaceae,Elaeocarpus,palimlimensis,N,N,"IT, A52112",,,,,,,2003,"/Elaeocarpaceae/Elaeocarpus palimlimensis, IT, A52112.jpg",JPG
A,52114,IT,Elaeocarpaceae,Elaeocarpus,parvilimbus,N,N,"IT, A52114",,,,,,,2003,"/Elaeocarpaceae/Elaeocarpus parvilimbus, IT, A52114.jpg",JPG
A,52111,IT,Elaeocarpaceae,Elaeocarpus,pedunculatus,N,N,"(E nitidulus, IT) A52111",,,"E nitidulus, IT",Elaeocarpus,nitidulus,,2003,"/Elaeocarpaceae/Elaeocarpus pedunculatus (E nitidulus, IT) A52111.jpg",JPG
A,106671,IT,Ericaceae,Vaccinium,oscarlopezianum,N,N,"IT, A106671",,,,,,,2003,"/Ericaceae/Vaccinium oscarlopezianum, IT, A106671.jpg",JPG
A,62513,IT,Euphorbiaceae,Antidesma,bunius,N,N,"(Sapium crassifolium, IT) A62513",,,"Sapium crassifolium, IT",Sapium,crassifolium,,2003,"/Euphorbiaceae/Antidesma bunius (Sapium crassifolium, IT) A62513.jpg",JPG
A,102944,IT,Euphorbiaceae,Aporosa,banahaensis,N,N,"(A agusanensis, IT) A102944",,,"A agusanensis, IT",Aporosa,agusanensis,,2003,"/Euphorbiaceae/Aporosa banahaensis (A agusanensis, IT) A102944.jpg",JPG
A,48399,IT,Euphorbiaceae,Cleidion,ramosii,N,N,"(Mallotus ramosii, IT) A48399",,,"Mallotus ramosii, IT",Mallotus,ramosii,,2003,"/Euphorbiaceae/Cleidion ramosii (Mallotus ramosii, IT) A48399.jpg",JPG
