FAMILY,GENUS,SPECIES,INFO_TOTAL,HERBARIUM_ID,HCODE,FILETYPE,IS_DRAWING,TYPE_CODE,VARIETY,ALT_INFO_TOTAL,ALT_GENUS,ALT_SPECIES,ALT_TYPE,ALT_INFO,REDUCED_INFO,NOTES,YEAR,FILEPATH
Ochnaceae,Brackenridgea,fascicularis,"ssp~ (Ochna fascicularis, IS) US689133",US,689133,JPG,N,,,"Ochna fascicularis, IS",Ochna,fascicularis,IS,,,,2004,"/Ochnaceae/Brackenridgea fascicularis ssp~ (Ochna fascicularis, IS) US689133.jpg"
Oleaceae,Jasminum,simplicifolium,"ssp funale (Mogorium aculeatum, IS) US623724",US,623724,JPG,N,,,"Mogorium aculeatum, IS",Mogorium,aculeatum,IS,,,,2003,"/Oleaceae/Jasminum simplicifolium ssp funale (Mogorium aculeatum, IS) US623724.jpg"
Oleandraceae,Oleandra,neriiformis,"(Blechnum colubrinum, IS) US688502",US,688502,JPEG,N,,,"Blechnum colubrinum, IS",Blechnum,colubrinum,IS,,,,2003,"/Oleandraceae/Oleandra neriiformis (Blechnum colubrinum, IS) US688502.jpeg"
Orchidaceae,Cleisostoma,subulatum,"(Cypripedium lineari-subulatum, IS) US493484",US,493484,JPEG,N,,,"Cypripedium lineari-subulatum, IS",Cypripedium,lineari-subulatum,IS,,,,2003,"/Orchidaceae/Cleisostoma subulatum (Cypripedium lineari-subulatum, IS) US493484.jpeg"
Orchidaceae,Eria,aporoides,"(Epidendrum equitans, IS) AMES70311",AMES,70311,JPG,N,,,"Epidendrum equitans, IS",Epidendrum,equitans,IS,,,,2003,"/Orchidaceae/Eria aporoides (Epidendrum equitans, IS) AMES70311.jpg"
Orchidaceae,Geodorum,densiflorum,"(Arethusa glutinosa, IS) US475780",US,475780,JPEG,N,,,"Arethusa glutinosa, IS",Arethusa,glutinosa,IS,,,,2003,"/Orchidaceae/Geodorum densiflorum (Arethusa glutinosa, IS) US475780.jpeg"
Orchidaceae,Rhynchostylis,gigantea,"ssp violacea (Aerides maculatum, IS) US493080",US,493080,JPEG,N,,,"Aerides maculatum, IS",Aerides,maculatum,IS,,,,2003,"/Orchidaceae/Rhynchostylis gigantea ssp violacea (Aerides maculatum, IS) US493080.jpeg"
Orchidaceae,Vanilla,ovalis,"(V majaijensis, IS) AMES90739",AMES,90739,JPEG,N,,,"V majaijensis, IS",Vanilla,majaijensis,IS,,,,2003,"/Orchidaceae/Vanilla ovalis (V majaijensis, IS) AMES90739.jpeg"
Orchidaceae,Vanilla,ovalis,"(V majaijensis, IS) US319665",US,319665,JPEG,N,,,"V majaijensis, IS",Vanilla,majaijensis,IS,,,,2003,"/Orchidaceae/Vanilla ovalis (V majaijensis, IS) US319665.jpeg"
Palmae,Arenga,tremula,"(Caryota trem~, IS) US17571",US,17571,JPG,N,,,"Caryota trem~, IS",Caryota,trem~,IS,,,,2001,"/Palmae/Arenga tremula (Caryota trem~, IS) US17571.jpg"
Palmae,Calamus,merrillii,"v. merrillii (C maximus, IS) US13124",US,13124,JPG,N,,merrillii,"C maximus, IS",Calamus,maximus,IS,,,,2001,"/Palmae/Calamus merrillii v. merrillii (C maximus, IS) US13124.jpg"
Palmae,Calamus,usitatus,"(C gracilis, IS) US13179",US,13179,JPG,N,,,"C gracilis, IS",Calamus,gracilis,IS,,,,2001,"/Palmae/Calamus usitatus (C gracilis, IS) US13179.jpg"
Palmae,Cocos,nucifera,"(C maxillaris, IS) US59763",US,59763,JPG,N,,,"C maxillaris, IS",Cocos,maxillaris,IS,,,,2001,"/Palmae/Cocos nucifera (C maxillaris, IS) US59763.jpg"
Palmae,Daemonorops,mollis,"(Calamus mollis, IS) US12687",US,12687,JPG,N,,,"Calamus mollis, IS",Calamus,mollis,IS,,,,2001,"/Palmae/Daemonorops mollis (Calamus mollis, IS) US12687.jpg"
Palmae,Livistona,merrillii,"(L blancoi & Corypha minor Blanco, IS) US15865",US,15865,JPG,N,,,"L blancoi & Corypha minor Blanco, IS",Livistona,blancoi,IS,,,,2001,"/Palmae/Livistona merrillii (L blancoi & Corypha minor Blanco, IS) US15865.jpg"
Palmae,Nypa,fruticans,"(Nipa litoralis, IS) US16972",US,16972,JPG,N,,,"Nipa litoralis, IS",Nipa,litoralis,IS,,,,2001,"/Palmae/Nypa fruticans (Nipa litoralis, IS) US16972.jpg"
Palmae,Orania,palindan,"(Caryota palin~, IS) US49380",US,49380,JPG,N,,,"Caryota palin~, IS",Caryota,palin~,IS,,,,2001,"/Palmae/Orania palindan (Caryota palin~, IS) US49380.jpg"
Pandanaceae,Pandanus,clementis,"(P gracilis, IS) US688506",US,688506,JPEG,N,,,"P gracilis, IS",Pandanus,gracilis,IS,,,,2003,"/Pandanaceae/Pandanus clementis (P gracilis, IS) US688506.jpeg"
Pandanaceae,Pandanus,odoratissimus,"(P malatensis, IS) US688504",US,688504,JPEG,N,,,"P malatensis, IS",Pandanus,malatensis,IS,,,,2003,"/Pandanaceae/Pandanus odoratissimus (P malatensis, IS) US688504.jpeg"
Pandanaceae,Pandanus,odoratissimus,"(P sabotan, IS) US688505",US,688505,JPEG,N,,,"P sabotan, IS",Pandanus,sabotan,IS,,,,2003,"/Pandanaceae/Pandanus odoratissimus (P sabotan, IS) US688505.jpeg"
Passifloraceae,Adenia,heterophylla,"ssp & v. heter~ (Passiflora coccinea & P zucca, IS) US689160",US,689160,JPEG,N,,heterophylla,"Passiflora coccinea & P zucca, IS",Passiflora,coccinea,IS,,,,1997,"/Passifloraceae/Adenia heterophylla ssp & v. heter~ (Passiflora coccinea & P zucca, IS) US689160.jpeg"
Polygonaceae,Polygonum,barbatum,"(P stoloniferum, IS) US688547",US,688547,JPEG,N,,,"P stoloniferum, IS",Polygonum,stoloniferum,IS,,,,2003,"/Polygonaceae/Polygonum barbatum (P stoloniferum, IS) US688547.jpeg"
Pteridaceae,Acrostichum,aureum,"(A lagolo, IS) US623929",US,623929,JPEG,N,,,"A lagolo, IS",Acrostichum,lagolo,IS,,,,2003,"/Pteridaceae/Acrostichum aureum (A lagolo, IS) US623929.jpeg"
Pteridaceae-Adiantoideae,Adiantum,caudatum,"(A lyratum, IS) US624112",US,624112,JPG,N,,,"A lyratum, IS",Adiantum,lyratum,IS,,,,2003,"/Pteridaceae-Adiantoideae/Adiantum caudatum (A lyratum, IS) US624112.jpg"
Pteridaceae-Adiantoideae,Onychium,siliculosum,"(Caenopteris quadripinnata, IS) US624115",US,624115,JPG,N,,,"Caenopteris quadripinnata, IS",Caenopteris,quadripinnata,IS,,,,2003,"/Pteridaceae-Adiantoideae/Onychium siliculosum (Caenopteris quadripinnata, IS) US624115.jpg"
Pteridaceae-Adiantoideae,Pityrogramma,calomelanos,"(Acrostichum tripinnatum, IS) US624110",US,624110,JPG,N,,,"Acrostichum tripinnatum, IS",Acrostichum,tripinnatum,IS,,,,2003,"/Pteridaceae-Adiantoideae/Pityrogramma calomelanos (Acrostichum tripinnatum, IS) US624110.jpg"
Rafflesiaceae,Rafflesia,manillana,"(R philippensis_ R lagascae, IS) US52509",US,52509,JPEG,N,,,"R philippensis_ R lagascae, IS",Rafflesia,philippensis_,IS,,,,2003,"/Rafflesiaceae/Rafflesia manillana (R philippensis_ R lagascae, IS) US52509.jpeg"
Ranunculaceae,Naravelia,lobata,"(Atragene lobata, IS) US688552",US,688552,JPEG,N,,,"Atragene lobata, IS",Atragene,lobata,IS,,,,2003,"/Ranunculaceae/Naravelia lobata (Atragene lobata, IS) US688552.jpeg"
Rhamnaceae,Ventilago,dichotoma,"(Enrila dichotoma, IS) US689114",US,689114,JPEG,N,,,"Enrila dichotoma, IS",Enrila,dichotoma,IS,,,,2003,"/Rhamnaceae/Ventilago dichotoma (Enrila dichotoma, IS) US689114.jpeg"
Rhamnaceae,Ziziphus,talanai,"(Rhamnus zonulatus_ R tala~, IS) US689115",US,689115,JPEG,N,,,"Rhamnus zonulatus_ R tala~, IS",Rhamnus,zonulatus_,IS,,,,2003,"/Rhamnaceae/Ziziphus talanai (Rhamnus zonulatus_ R tala~, IS) US689115.jpeg"
Rhizophoraceae,Rhizophora,mucronata,"(R longissima, IS) US623705",US,623705,JPEG,N,,,"R longissima, IS",Rhizophora,longissima,IS,,,,2003,"/Rhizophoraceae/Rhizophora mucronata (R longissima, IS) US623705.jpeg"
Rubiaceae,Canthium,glandulosum,"(Ixora gland~, IS) US624086",US,624086,JPEG,N,,,"Ixora gland~, IS",Ixora,gland~,IS,,,,2003,"/Rubiaceae/Canthium glandulosum (Ixora gland~, IS) US624086.jpeg"
Rubiaceae,Canthium,horridum,"(C pauciflorum, IS) US624084",US,624084,JPEG,N,,,"C pauciflorum, IS",Canthium,pauciflorum,IS,,,,2003,"/Rubiaceae/Canthium horridum (C pauciflorum, IS) US624084.jpeg"
Rubiaceae,Canthium,monstrosum,"(Ronabea bipinnata, IS) US624085",US,624085,JPEG,N,,,"Ronabea bipinnata, IS",Ronabea,bipinnata,IS,,,,2003,"/Rubiaceae/Canthium monstrosum (Ronabea bipinnata, IS) US624085.jpeg"
Rubiaceae,Canthium,pedunculare,"(C monoflorum, IS) US624082",US,624082,JPEG,N,,,"C monoflorum, IS",Canthium,monoflorum,IS,,,,2003,"/Rubiaceae/Canthium pedunculare (C monoflorum, IS) US624082.jpeg"
Rubiaceae,Canthium,pedunculare,"(C monoflorum, IS) US624083",US,624083,JPEG,N,,,"C monoflorum, IS",Canthium,monoflorum,IS,,,,2003,"/Rubiaceae/Canthium pedunculare (C monoflorum, IS) US624083.jpeg"
Rubiaceae,Gardenia,pseudopsidium,"(Sulipa pseudop~, IS) US689189",US,689189,JPEG,N,,,"Sulipa pseudop~, IS",Sulipa,pseudop~,IS,,,,2003,"/Rubiaceae/Gardenia pseudopsidium (Sulipa pseudop~, IS) US689189.jpeg"
Rubiaceae,Guettarda,speciosa,"(G vermicularis, IS) US624087",US,624087,JPEG,N,,,"G vermicularis, IS",Guettarda,vermicularis,IS,,,,2003,"/Rubiaceae/Guettarda speciosa (G vermicularis, IS) US624087.jpeg"
Rubiaceae,Guettarda,speciosa,"(G vermicularis, IS) US624088",US,624088,JPEG,N,,,"G vermicularis, IS",Guettarda,vermicularis,IS,,,,2003,"/Rubiaceae/Guettarda speciosa (G vermicularis, IS) US624088.jpeg"
Rubiaceae,Hymenodictyon,orixense,"(Exostemma philippicum, IS) US689187",US,689187,JPEG,N,,,"Exostemma philippicum, IS",Exostemma,philippicum,IS,,,,2003,"/Rubiaceae/Hymenodictyon orixense (Exostemma philippicum, IS) US689187.jpeg"
Rubiaceae,Ixora,cumingiana,"(Taligaea umbellata, IS) US624090",US,624090,JPEG,N,,,"Taligaea umbellata, IS",Taligaea,umbellata,IS,,,,2003,"/Rubiaceae/Ixora cumingiana (Taligaea umbellata, IS) US624090.jpeg"
Rubiaceae,Ixora,macrophylla,"(I arborea, IS) US624091",US,624091,JPEG,N,,,"I arborea, IS",Ixora,arborea,IS,,,,2003,"/Rubiaceae/Ixora macrophylla (I arborea, IS) US624091.jpeg"
Rubiaceae,Mitragyna,diversifolia,"(Mamboga capitata, IS) US689188",US,689188,JPEG,N,,,"Mamboga capitata, IS",Mamboga,capitata,IS,,,,2003,"/Rubiaceae/Mitragyna diversifolia (Mamboga capitata, IS) US689188.jpeg"
Rubiaceae,Morinda,citrifolia,"(M litoralis, IS) US624092",US,624092,JPEG,N,,,"M litoralis, IS",Morinda,litoralis,IS,,,,2003,"/Rubiaceae/Morinda citrifolia (M litoralis, IS) US624092.jpeg"
Rubiaceae,Morinda,citrifolia,"v. bracteata (M ligulata, IS) US624093",US,624093,JPEG,N,,bracteata,"M ligulata, IS",Morinda,ligulata,IS,,,,2003,"/Rubiaceae/Morinda citrifolia v. bracteata (M ligulata, IS) US624093.jpeg"
Rubiaceae,Nauclea,orientalis,"(N lutea, IS) US624078",US,624078,JPEG,N,,,"N lutea, IS",Nauclea,lutea,IS,,,,2003,"/Rubiaceae/Nauclea orientalis (N lutea, IS) US624078.jpeg"
Rubiaceae,Neonauclea,calycina,"(Nauclea glandulosa, IS) US624076",US,624076,JPEG,N,,,"Nauclea glandulosa, IS",Nauclea,glandulosa,IS,,,,2003,"/Rubiaceae/Neonauclea calycina (Nauclea glandulosa, IS) US624076.jpeg"
Rubiaceae,Neonauclea,media,"(Nauclea latifolia, IS) US624077",US,624077,JPEG,N,,,"Nauclea latifolia, IS",Nauclea,latifolia,IS,,,,2003,"/Rubiaceae/Neonauclea media (Nauclea latifolia, IS) US624077.jpeg"
Rubiaceae,Ophiorrhiza,oblongifolia,"(Hydrocotyle monopetala, IS) US624075",US,624075,JPG,N,,,"Hydrocotyle monopetala, IS",Hydrocotyle,monopetala,IS,,,,2003,"/Rubiaceae/Ophiorrhiza oblongifolia (Hydrocotyle monopetala, IS) US624075.jpg"
Rubiaceae,Psychotria,luconiensis,"(Paederia tacpo, IS) US689190",US,689190,JPEG,N,,,"Paederia tacpo, IS",Paederia,tacpo,IS,,,,2003,"/Rubiaceae/Psychotria luconiensis (Paederia tacpo, IS) US689190.jpeg"
Rubiaceae,Psychotria,luconiensis,"(Paederia tacpo, IS) US689191",US,689191,JPEG,N,,,"Paederia tacpo, IS",Paederia,tacpo,IS,,,,2003,"/Rubiaceae/Psychotria luconiensis (Paederia tacpo, IS) US689191.jpeg"
Rubiaceae,Scyphiphora,hydrophyllacea,"(Ixora manila, IS) US624079",US,624079,JPEG,N,,,"Ixora manila, IS",Ixora,manila,IS,,,,2003,"/Rubiaceae/Scyphiphora hydrophyllacea (Ixora manila, IS) US624079.jpeg"
Rubiaceae,Spermacoce,hispida,"(Spermacoce mutilata, IS) US624094",US,624094,JPEG,N,,,"Spermacoce mutilata, IS",Spermacoce,mutilata,IS,,,,2003,"/Rubiaceae/Spermacoce hispida (Spermacoce mutilata, IS) US624094.jpeg"
Rubiaceae,Villaria,glomerata,"(Serissa pinnata & myrtifolia, IS) US624080",US,624080,JPEG,N,,,"Serissa pinnata & myrtifolia, IS",Serissa,pinnata,IS,,,,2003,"/Rubiaceae/Villaria glomerata (Serissa pinnata & myrtifolia, IS) US624080.jpeg"
Rubiaceae,Villaria,glomerata,"(Serissa pinnata & myrtifolia, IS) US624081",US,624081,JPEG,N,,,"Serissa pinnata & myrtifolia, IS",Serissa,pinnata,IS,,,,2003,"/Rubiaceae/Villaria glomerata (Serissa pinnata & myrtifolia, IS) US624081.jpeg"
Rubiaceae,Villaria,odorata,"(Remijia odorata, prob. IS) NY133126",NY,133126,JPG,N,,,"Remijia odorata, prob. IS",Remijia,odorata,IS,,,,2003,"/Rubiaceae/Villaria odorata (Remijia odorata, prob. IS) NY133126.jpg"
Rutaceae,Acronychia,pedunculata,"(Melicope conferta, IS) US689036",US,689036,JPEG,N,,,"Melicope conferta, IS",Melicope,conferta,IS,,,,1998,"/Rutaceae/Acronychia pedunculata (Melicope conferta, IS) US689036.jpeg"
Rutaceae,Citrus,aurantifolia,"(C notissima, IS) US689050",US,689050,JPEG,N,,,"C notissima, IS",Citrus,notissima,IS,,,,1998,"/Rutaceae/Citrus aurantifolia (C notissima, IS) US689050.jpeg"
Rutaceae,Citrus,microcarpa,"(C mitis, IS) US689049",US,689049,JPEG,N,,,"C mitis, IS",Citrus,mitis,IS,,,,1998,"/Rutaceae/Citrus microcarpa (C mitis, IS) US689049.jpeg"
Rutaceae,Citrus,sinensis,"(C aurantium sensu Blanco, non L., IS) US689048",US,689048,JPEG,N,,,"C aurantium sensu Blanco, non L., IS",Citrus,aurantium,IS,,,,1998,"/Rutaceae/Citrus sinensis (C aurantium sensu Blanco, non L., IS) US689048.jpeg"
Rutaceae,Citrus,sinensis,"(C papillaris, IS) US689052",US,689052,JPEG,N,,,"C papillaris, IS",Citrus,papillaris,IS,,,,1998,"/Rutaceae/Citrus sinensis (C papillaris, IS) US689052.jpeg"
Rutaceae,Clausena,anisum-olens,"(Cookia anisum-olens, IS) US689043",US,689043,JPEG,N,,,"Cookia anisum-olens, IS",Cookia,anisum-olens,IS,,,,1998,"/Rutaceae/Clausena anisum-olens (Cookia anisum-olens, IS) US689043.jpeg"
Rutaceae,Clausena,lansium,"(Cookia wampi, IS) US689042",US,689042,JPEG,N,,,"Cookia wampi, IS",Cookia,wampi,IS,,,,1998,"/Rutaceae/Clausena lansium (Cookia wampi, IS) US689042.jpeg"
Rutaceae,Glycosmis,parviflora,"(Murraya cerasiformis, IS) US689037",US,689037,JPEG,N,,,"Murraya cerasiformis, IS",Murraya,cerasiformis,IS,,,,1998,"/Rutaceae/Glycosmis parviflora (Murraya cerasiformis, IS) US689037.jpeg"
Rutaceae,Glycosmis,parviflora,"(Murraya cerasiformis, IS) US689038",US,689038,JPEG,N,,,"Murraya cerasiformis, IS",Murraya,cerasiformis,IS,,,,1998,"/Rutaceae/Glycosmis parviflora (Murraya cerasiformis, IS) US689038.jpeg"
Rutaceae,Melicope,confusa,"(Cissus frutescens, IS) US689033",US,689033,JPEG,N,,,"Cissus frutescens, IS",Cissus,frutescens,IS,,,,1998,"/Rutaceae/Melicope confusa (Cissus frutescens, IS) US689033.jpeg"
Rutaceae,Micromelum,compressum,"v. inodorum (Bergera inodora, IS) US689039",US,689039,JPEG,N,,inodorum,"Bergera inodora, IS",Bergera,inodora,IS,,,,1998,"/Rutaceae/Micromelum compressum v. inodorum (Bergera inodora, IS) US689039.jpeg"
Rutaceae,Micromelum,compressum,"(Bergera comp~, IS) US689040",US,689040,JPEG,N,,,"Bergera comp~, IS",Bergera,comp~,IS,,,,1998,"/Rutaceae/Micromelum compressum (Bergera comp~, IS) US689040.jpeg"
Rutaceae,Murraya,paniculata,"(Connarus foetens & M odorata, IS) US689041",US,689041,JPEG,N,,,"Connarus foetens & M odorata, IS",Connarus,foetens,IS,,,,1998,"/Rutaceae/Murraya paniculata (Connarus foetens & M odorata, IS) US689041.jpeg"
Rutaceae,Severinia,disticha,"(Limonia disti~, IS) US689044",US,689044,JPEG,N,,,"Limonia disti~, IS",Limonia,disti~,IS,,,,1998,"/Rutaceae/Severinia disticha (Limonia disti~, IS) US689044.jpeg"
Rutaceae,Severinia,linearis,"(Atalantia linearis, IS) US689045",US,689045,JPEG,N,,,"Atalantia linearis, IS",Atalantia,linearis,IS,,,,1998,"/Rutaceae/Severinia linearis (Atalantia linearis, IS) US689045.jpeg"
Rutaceae,Swinglea,glutinosa,"(Limonia gluti~, IS) US689046",US,689046,JPEG,N,,,"Limonia gluti~, IS",Limonia,gluti~,IS,,,,1998,"/Rutaceae/Swinglea glutinosa (Limonia gluti~, IS) US689046.jpeg"
Rutaceae,Swinglea,glutinosa,"(Limonia gluti~, IS) US689047",US,689047,JPEG,N,,,"Limonia gluti~, IS",Limonia,gluti~,IS,,,,1998,"/Rutaceae/Swinglea glutinosa (Limonia gluti~, IS) US689047.jpeg"
Salicaceae,Salix,tetrasperma,"(S azaolana, IS) US688565",US,688565,JPEG,N,,,"S azaolana, IS",Salix,azaolana,IS,,,,2003,"/Salicaceae/Salix tetrasperma (S azaolana, IS) US688565.jpeg"
Sapindaceae,Allophylus,cobbe,"(Aporetica penicillata, IS) US689105",US,689105,JPEG,N,,,"Aporetica penicillata, IS",Aporetica,penicillata,IS,,,,2003,"/Sapindaceae/Allophylus cobbe (Aporetica penicillata, IS) US689105.jpeg"
Sapindaceae,Allophylus,cobbe,"(Aporetica penicillata, IS) US689106",US,689106,JPEG,N,,,"Aporetica penicillata, IS",Aporetica,penicillata,IS,,,,2003,"/Sapindaceae/Allophylus cobbe (Aporetica penicillata, IS) US689106.jpeg"
Sapindaceae,Allophylus,ternatus,"(Aporetica penicillata, IS) US689105",US,689105,JPEG,N,,,"Aporetica penicillata, IS",Aporetica,penicillata,IS,,,,2003,"/Sapindaceae/Allophylus ternatus (Aporetica penicillata, IS) US689105.jpeg"
Sapindaceae,Allophylus,ternatus,"(Aporetica penicillata, IS) US689106",US,689106,JPEG,N,,,"Aporetica penicillata, IS",Aporetica,penicillata,IS,,,,2003,"/Sapindaceae/Allophylus ternatus (Aporetica penicillata, IS) US689106.jpeg"
Sapindaceae,Lepidopetalum,perrottetii,"(Molinaea arborea, IS) US689112",US,689112,JPEG,N,,,"Molinaea arborea, IS",Molinaea,arborea,IS,,,,2003,"/Sapindaceae/Lepidopetalum perrottetii (Molinaea arborea, IS) US689112.jpeg"
Sapindaceae,Lepidopetalum,perrottetii,"(Molinaea arborea, IS) US689113",US,689113,JPEG,N,,,"Molinaea arborea, IS",Molinaea,arborea,IS,,,,2003,"/Sapindaceae/Lepidopetalum perrottetii (Molinaea arborea, IS) US689113.jpeg"
Sapindaceae,Lepisanthes,fruticosa,"(Capura pinnata & Sapindus baccatus, IS) US689108",US,689108,JPEG,N,,,"Capura pinnata & Sapindus baccatus, IS",Capura,pinnata,IS,,,,2003,"/Sapindaceae/Lepisanthes fruticosa (Capura pinnata & Sapindus baccatus, IS) US689108.jpeg"
Sapindaceae,Tristira,triptera,"(Melicocca triptera, IS) US689109",US,689109,JPEG,N,,,"Melicocca triptera, IS",Melicocca,triptera,IS,,,,2003,"/Sapindaceae/Tristira triptera (Melicocca triptera, IS) US689109.jpeg"
Sapotaceae,Palaquium,philippense,"(P latifolium & P oleiferum, IS) US623731",US,623731,JPEG,N,,,"P latifolium & P oleiferum, IS",Palaquium,latifolium,IS,,,,2003,"/Sapotaceae/Palaquium philippense (P latifolium & P oleiferum, IS) US623731.jpeg"
Sapotaceae,Palaquium,philippense,"(P latifolium & P oleiferum, IS) US623732",US,623732,JPEG,N,,,"P latifolium & P oleiferum, IS",Palaquium,latifolium,IS,,,,2003,"/Sapotaceae/Palaquium philippense (P latifolium & P oleiferum, IS) US623732.jpeg"
Sapotaceae,Planchonella,nitida,"(Sideroxylon ducli~ & S balitbitan, IS) US623730",US,623730,JPEG,N,,,"Sideroxylon ducli~ & S balitbitan, IS",Sideroxylon,ducli~,IS,,,,2003,"/Sapotaceae/Planchonella nitida (Sideroxylon ducli~ & S balitbitan, IS) US623730.jpeg"
Schizaeaceae,Lygodium,flexuosum,"(Ugena alba, IS) US624111",US,624111,JPEG,N,,,"Ugena alba, IS",Ugena,alba,IS,,,,2003,"/Schizaeaceae/Lygodium flexuosum (Ugena alba, IS) US624111.jpeg"
Scrophulariaceae,Bacopa,monnieri,"(Thunbergia stolonifera, IS) US623786",US,623786,JPG,N,,,"Thunbergia stolonifera, IS",Thunbergia,stolonifera,IS,,,,2003,"/Scrophulariaceae/Bacopa monnieri (Thunbergia stolonifera, IS) US623786.jpg"
Scrophulariaceae,Legazpia,polygonoides,"(Legazpia triptera, IS) US623783",US,623783,JPEG,N,,,"Legazpia triptera, IS",Legazpia,triptera,IS,,,,2003,"/Scrophulariaceae/Legazpia polygonoides (Legazpia triptera, IS) US623783.jpeg"
Scrophulariaceae,Limnophila,rugosa,"(Tala odorata, IS) US623785",US,623785,JPEG,N,,,"Tala odorata, IS",Tala,odorata,IS,,,,2003,"/Scrophulariaceae/Limnophila rugosa (Tala odorata, IS) US623785.jpeg"
Simaroubaceae,Harrisonia,perforata,"(Paliurus dubius &  P perfor~, IS) US689083",US,689083,JPEG,N,,,"Paliurus dubius &  P perfor~, IS",Paliurus,dubius,IS,,,,2003,"/Simaroubaceae/Harrisonia perforata (Paliurus dubius &  P perfor~, IS) US689083.jpeg"
Smilacaceae,Smilax,bracteata,"(S fistulosa, IS) US604310",US,604310,JPEG,N,,,"S fistulosa, IS",Smilax,fistulosa,IS,,,,2003,"/Smilacaceae/Smilax bracteata (S fistulosa, IS) US604310.jpeg"
Smilacaceae,Smilax,leucophylla,"(S latifolia, IS) US604311",US,604311,JPEG,N,,,"S latifolia, IS",Smilax,latifolia,IS,,,,2003,"/Smilacaceae/Smilax leucophylla (S latifolia, IS) US604311.jpeg"
Smilacaceae,Smilax,leucophylla,"(S latifolia, IS) US604312",US,604312,JPEG,N,,,"S latifolia, IS",Smilax,latifolia,IS,,,,2003,"/Smilacaceae/Smilax leucophylla (S latifolia, IS) US604312.jpeg"
Solanaceae,Physalis,lanceifolia,"(Solanum serratum, IS) US623788",US,623788,JPEG,N,,,"Solanum serratum, IS",Solanum,serratum,IS,,,,2003,"/Solanaceae/Physalis lanceifolia (Solanum serratum, IS) US623788.jpeg"
Solanaceae,Solanum,tuberosum,"(S sinense, IS) US623787",US,623787,JPEG,N,,,"S sinense, IS",Solanum,sinense,IS,,,,2003,"/Solanaceae/Solanum tuberosum (S sinense, IS) US623787.jpeg"
Sonneratiaceae,Sonneratia,caseolaris,"(S pagatpat, IS) US689176",US,689176,JPEG,N,,,"S pagatpat, IS",Sonneratia,pagatpat,IS,,,,2003,"/Sonneratiaceae/Sonneratia caseolaris (S pagatpat, IS) US689176.jpeg"
Sphenocleaceae,Sphenoclea,zeylanica,"(Pongatium spongiosum, IS) US624100",US,624100,JPEG,N,,,"Pongatium spongiosum, IS",Pongatium,spongiosum,IS,,,,2003,"/Sphenocleaceae/Sphenoclea zeylanica (Pongatium spongiosum, IS) US624100.jpeg"
Sterculiaceae,Abroma,fastuosa,"(Ambroma commune & A alatum, IS) US500996",US,500996,JPEG,N,,,"Ambroma commune & A alatum, IS",Ambroma,commune,IS,,,,2003,"/Sterculiaceae/Abroma fastuosa (Ambroma commune & A alatum, IS) US500996.jpeg"
Sterculiaceae,Abroma,fastuosa,"(Ambroma commune & A alatum, IS) US500997",US,500997,JPEG,N,,,"Ambroma commune & A alatum, IS",Ambroma,commune,IS,,,,2003,"/Sterculiaceae/Abroma fastuosa (Ambroma commune & A alatum, IS) US500997.jpeg"
Sterculiaceae,Helicteres,hirsuta,"(Dombeya biserrata, IS) US689126",US,689126,JPEG,N,,,"Dombeya biserrata, IS",Dombeya,biserrata,IS,,,,2003,"/Sterculiaceae/Helicteres hirsuta (Dombeya biserrata, IS) US689126.jpeg"
Sterculiaceae,Heritiera,littoralis,"(Sterculia cymbiformis, IS) US689130",US,689130,JPEG,N,,,"Sterculia cymbiformis, IS",Sterculia,cymbiformis,IS,,,,2003,"/Sterculiaceae/Heritiera littoralis (Sterculia cymbiformis, IS) US689130.jpeg"
Sterculiaceae,Kleinhovia,hospita,"(K serrata, IS) US604330",US,604330,JPEG,N,,,"K serrata, IS",Kleinhovia,serrata,IS,,,,2003,"/Sterculiaceae/Kleinhovia hospita (K serrata, IS) US604330.jpeg"
Sterculiaceae,Melochia,concatenata,"(Geruma subtriloba, IS) US604327",US,604327,JPEG,N,,,"Geruma subtriloba, IS",Geruma,subtriloba,IS,,,,2003,"/Sterculiaceae/Melochia concatenata (Geruma subtriloba, IS) US604327.jpeg"
Sterculiaceae,Melochia,umbellata,"(M arborea & Hypericum pentandrum, IS) US604326",US,604326,JPEG,N,,,"M arborea & Hypericum pentandrum, IS",Melochia,arborea,IS,,,,2003,"/Sterculiaceae/Melochia umbellata (M arborea & Hypericum pentandrum, IS) US604326.jpeg"
Sterculiaceae,Pentapetes,phoenicea,"(P coccinea, IS) US604229",US,604229,JPEG,N,,,"P coccinea, IS",Pentapetes,coccinea,IS,,,,2003,"/Sterculiaceae/Pentapetes phoenicea (P coccinea, IS) US604229.jpeg"
Sterculiaceae,Pterospermum,diversifolium,"(P hastatum, IS) US604328",US,604328,JPEG,N,,,"P hastatum, IS",Pterospermum,hastatum,IS,,,,2003,"/Sterculiaceae/Pterospermum diversifolium (P hastatum, IS) US604328.jpeg"
Sterculiaceae,Pterygota,horsfieldii,"(Sterculia alata Blanco non Roxb., IS) US689127",US,689127,JPEG,N,,,"Sterculia alata Blanco non Roxb., IS",Sterculia,alata,IS,,,,2003,"/Sterculiaceae/Pterygota horsfieldii (Sterculia alata Blanco non Roxb., IS) US689127.jpeg"
