FAMILY,GENUS,SPECIES,INFO_TOTAL,HERBARIUM_ID,HCODE,FILETYPE,IS_DRAWING,TYPE_CODE,VARIETY,ALT_INFO_TOTAL,ALT_GENUS,ALT_SPECIES,ALT_TYPE,ALT_INFO,REDUCED_INFO,NOTES,YEAR,FILEPATH
Actinidiaceae,Saurauia,luzonensis,"non Type, A96355",A,96355,JPG,N,non-type,,,,,,,,,2003,"/Actinidiaceae/Saurauia luzonensis, non Type, A96355.jpg"
Araceae,Alocasia,boyceana,"non Type, K400139",K,400139,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia boyceana, non Type, K400139.jpg"
Araceae,Alocasia,culionensis,"non Type, K400158",K,400158,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia culionensis, non Type, K400158.jpg"
Araceae,Alocasia,culionensis,"non Type, K400159",K,400159,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia culionensis, non Type, K400159.jpg"
Araceae,Alocasia,culionensis,"non Type, K400161",K,400161,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia culionensis, non Type, K400161.jpg"
Araceae,Alocasia,heterophylla,"non Type, K400140",K,400140,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia heterophylla, non Type, K400140.jpg"
Araceae,Alocasia,heterophylla,"non Type, K400141",K,400141,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia heterophylla, non Type, K400141.jpg"
Araceae,Alocasia,heterophylla,"non Type, K400142",K,400142,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia heterophylla, non Type, K400142.jpg"
Araceae,Alocasia,maquilingensis,"non Type, K400143",K,400143,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia maquilingensis, non Type, K400143.jpg"
Araceae,Alocasia,maquilingensis,"non Type, K400145",K,400145,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia maquilingensis, non Type, K400145.jpg"
Araceae,Alocasia,micholitziana,"non Type, K400147",K,400147,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia micholitziana, non Type, K400147.jpg"
Araceae,Alocasia,micholitziana,"non Type, K400148",K,400148,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia micholitziana, non Type, K400148.jpg"
Araceae,Alocasia,micholitziana,"non Type, K400150",K,400150,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia micholitziana, non Type, K400150.jpg"
Araceae,Alocasia,portei,"non Type, K400151",K,400151,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia portei, non Type, K400151.jpg"
Araceae,Alocasia,portei,"non Type, K400152",K,400152,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia portei, non Type, K400152.jpg"
Araceae,Alocasia,sanderiana,"non Type, K400156",K,400156,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia sanderiana, non Type, K400156.jpg"
Araceae,Alocasia,sinuata,"non Type, K400157",K,400157,JPG,N,non-type,,,,,,,,,2003,"/Araceae/Alocasia sinuata, non Type, K400157.jpg"
Araceae,Xanthosoma,sagittifolium,"(Alocasia talihan, non type) NY62902",NY,62902,JPG,N,non-type,,"Alocasia talihan, non type",Alocasia,talihan,,,,,2003,"/Araceae/Xanthosoma sagittifolium (Alocasia talihan, non type) NY62902.jpg"
Bignoniaceae,Radermachera,coriacea,"Co 3535 (A), non type",A,,JPG,N,non-type,,,,,,,,,2002,"/Bignoniaceae/Radermachera coriacea, Co 3535 (A), non type.jpg"
Buxaceae,Sarcococca,saligna,"(S philippinensis, non Type) A no barcode",A,,JPG,N,non-type,,"S philippinensis, non Type",Sarcococca,philippinensis,,,,,2003,"/Buxaceae/Sarcococca saligna (S philippinensis, non Type) A no barcode.jpg"
Connaraceae,Agelaea,borneensis,"(A platyphylla, non Type) NY53477",NY,53477,JPG,N,non-type,,"A platyphylla, non Type",Agelaea,platyphylla,,,,,2003,"/Connaraceae/Agelaea borneensis (A platyphylla, non Type) NY53477.jpg"
Convolvulaceae,Bonamia,semidigyna,"non Type, MO1903355",MO,1903355,JPG,N,non-type,,,,,,,,,2003,"/Convolvulaceae/Bonamia semidigyna, non Type, MO1903355.jpg"
Cyperaceae,Cyperus,kyllingia,"(Kyllinga monocephala, poss. non Type) K290935",K,290935,JPG,N,non-type,,"Kyllinga monocephala, poss. non Type",Kyllinga,monocephala,,,,,2003,"/Cyperaceae/Cyperus kyllingia (Kyllinga monocephala, poss. non Type) K290935.jpg"
Cyperaceae,Cyperus,odoratus,"v. cryptocarpa (Mariscus ferax, non Type) K290916",K,290916,JPG,N,non-type,cryptocarpa,"Mariscus ferax, non Type",Mariscus,ferax,,,,,2003,"/Cyperaceae/Cyperus odoratus v. cryptocarpa (Mariscus ferax, non Type) K290916.jpg"
Cyperaceae,Cyperus,odoratus,"v. cryptocarpa (Mariscus ferax, non Type) K290917",K,290917,JPG,N,non-type,cryptocarpa,"Mariscus ferax, non Type",Mariscus,ferax,,,,,2003,"/Cyperaceae/Cyperus odoratus v. cryptocarpa (Mariscus ferax, non Type) K290917.jpg"
Cyperaceae,Cyperus,pedunculatus,"(Remirea maritima, non Type) K290937",K,290937,JPG,N,non-type,,"Remirea maritima, non Type",Remirea,maritima,,,,,2003,"/Cyperaceae/Cyperus pedunculatus (Remirea maritima, non Type) K290937.jpg"
Cyperaceae,Scirpus,mucronatus,"poss. non Type, K291038",K,291038,JPG,N,non-type,,,,,,,,,2003,"/Cyperaceae/Scirpus mucronatus, poss. non Type, K291038.jpg"
Dioscoreaceae,Dioscorea,cumingii,"non Type, K98346",K,98346,JPG,N,non-type,,,,,,,,,2003,"/Dioscoreaceae/Dioscorea cumingii, non Type, K98346.jpg"
Euphorbiaceae,Antidesma,macgregorii,"A, non Type",A,,JPG,N,non-type,,,,,,,,,2003,"/Euphorbiaceae/Antidesma macgregorii, A, non Type.jpg"
Gramineae,Brachypodium,sylvaticum,"v. ~, non Type, L43874",L,43874,JPG,N,non-type,sylvaticum,,,,,,,,2003,"/Gramineae/Brachypodium sylvaticum v. ~, non Type, L43874.jpg"
Gramineae,Eragrostis,cumingii,"non Type, K290379",K,290379,JPG,N,non-type,,,,,,,,,2003,"/Gramineae/Eragrostis cumingii, non Type, K290379.jpg"
Juncaceae,Juncus,effusus,"non type, MO612804",MO,612804,JPG,N,non-type,,,,,,,,,2004,"/Juncaceae/Juncus effusus, non type, MO612804.jpg"
Lauraceae,Cryptocarya,mackinnoniana,"(GH, non type)",GH,,JPG,N,non-type,,,,,,,,,2003,"/Lauraceae/Cryptocarya mackinnoniana (GH, non type).jpg"
Lauraceae,Cryptocarya,triplinervis,"(C ilocana, non type) A41451",A,41451,JPG,N,non-type,,"C ilocana, non type",Cryptocarya,ilocana,,,,,2003,"/Lauraceae/Cryptocarya triplinervis (C ilocana, non type) A41451.jpg"
Lauraceae,Cryptocarya,triplinervis,"(C ilocana, non type) US99517",US,99517,JPG,N,non-type,,"C ilocana, non type",Cryptocarya,ilocana,,,,,2003,"/Lauraceae/Cryptocarya triplinervis (C ilocana, non type) US99517.jpg"
Lecythidaceae,Barringtonia,macrostachya,"(B balabacensis, non Type) NY682268",NY,682268,JPG,N,non-type,,"B balabacensis, non Type",Barringtonia,balabacensis,,,,,1997,"/Lecythidaceae/Barringtonia macrostachya (B balabacensis, non Type) NY682268.jpg"
Lecythidaceae,Planchonia,spectabilis,"non Type, NY682935",NY,682935,JPG,N,non-type,,,,,,,,,1997,"/Lecythidaceae/Planchonia spectabilis, non Type, NY682935.jpg"
Leeaceae,Leea,aculeata,"A, non type, 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea aculeata, A, non type, 01.jpg"
Leeaceae,Leea,aculeata,"A, non type, 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea aculeata, A, non type, 02.jpg"
Leeaceae,Leea,aculeata,"GH, non type, 01",GH,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea aculeata, GH, non type, 01.jpg"
Leeaceae,Leea,aculeata,"GH, non type, 02",GH,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea aculeata, GH, non type, 02.jpg"
Leeaceae,Leea,aequata,"A, non type, 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea aequata, A, non type, 01.jpg"
Leeaceae,Leea,aequata,"A, non type, 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea aequata, A, non type, 02.jpg"
Leeaceae,Leea,angulata,"A, non type, 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea angulata, A, non type, 01.jpg"
Leeaceae,Leea,angulata,"A, non type, 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea angulata, A, non type, 02.jpg"
Leeaceae,Leea,guineensis,"(L cumingii) A, non type, 01",A,,JPG,N,non-type,,L cumingii,Leea,cumingii,,,,,2003,"/Leeaceae/Leea guineensis (L cumingii) A, non type, 01.jpg"
Leeaceae,Leea,guineensis,"(L cumingii) A, non type, 02",A,,JPG,N,non-type,,L cumingii,Leea,cumingii,,,,,2003,"/Leeaceae/Leea guineensis (L cumingii) A, non type, 02.jpg"
Leeaceae,Leea,guineensis,"(L javanica sensu Elmer) A, non type",A,,JPG,N,non-type,,L javanica sensu Elmer,Leea,javanica,,,,,2003,"/Leeaceae/Leea guineensis (L javanica sensu Elmer) A, non type.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 01",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 01.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 02",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 02.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 04",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 04.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 05",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 05.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 06",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 06.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 07",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 07.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 08",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 08.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 09",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 09.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 10",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 10.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 11",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 11.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 12",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 12.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 13",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 13.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 14",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 14.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 15",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 15.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 16",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 16.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 17",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 17.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 18",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 18.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 19",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 19.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 20",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 20.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 21",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 21.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) A, non type 22",A,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) A, non type 22.jpg"
Leeaceae,Leea,guineensis,"(L negrosensis) A, non type1",A,,JPG,N,non-type,,L negrosensis,Leea,negrosensis,,,,,2003,"/Leeaceae/Leea guineensis (L negrosensis) A, non type1.jpg"
Leeaceae,Leea,guineensis,"(L negrosensis) A, non type2",A,,JPG,N,non-type,,L negrosensis,Leea,negrosensis,,,,,2003,"/Leeaceae/Leea guineensis (L negrosensis) A, non type2.jpg"
Leeaceae,Leea,guineensis,"(L negrosensis) A, non type3",A,,JPG,N,non-type,,L negrosensis,Leea,negrosensis,,,,,2003,"/Leeaceae/Leea guineensis (L negrosensis) A, non type3.jpg"
Leeaceae,Leea,guineensis,"(L parva) A, non type",A,,JPG,N,non-type,,L parva,Leea,parva,,,,,2003,"/Leeaceae/Leea guineensis (L parva) A, non type.jpg"
Leeaceae,Leea,guineensis,"A, non type, 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea guineensis, A, non type, 01.jpg"
Leeaceae,Leea,guineensis,"A, non type, 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea guineensis, A, non type, 02.jpg"
Leeaceae,Leea,guineensis,"A, non type, 03",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea guineensis, A, non type, 03.jpg"
Leeaceae,Leea,guineensis,"A, non type, 04",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea guineensis, A, non type, 04.jpg"
Leeaceae,Leea,guineensis,"(L aurantiaca) GH, non type, 01",GH,,JPG,N,non-type,,L aurantiaca,Leea,aurantiaca,,,,,2003,"/Leeaceae/Leea guineensis (L aurantiaca) GH, non type, 01.jpg"
Leeaceae,Leea,guineensis,"(L cf negrosensis), GH, non type",GH,,JPG,N,non-type,,L cf negrosensis,Leea,cf,,,,,2003,"/Leeaceae/Leea guineensis (L cf negrosensis), GH, non type.jpg"
Leeaceae,Leea,guineensis,"(L euphlebia) GH, non type, 01",GH,,JPG,N,non-type,,L euphlebia,Leea,euphlebia,,,,,2003,"/Leeaceae/Leea guineensis (L euphlebia) GH, non type, 01.jpg"
Leeaceae,Leea,guineensis,"(L javanica sensu Elmer) GH, non type1",GH,,JPG,N,non-type,,L javanica sensu Elmer,Leea,javanica,,,,,2003,"/Leeaceae/Leea guineensis (L javanica sensu Elmer) GH, non type1.jpg"
Leeaceae,Leea,guineensis,"(L javanica sensu Elmer) GH, non type2",GH,,JPG,N,non-type,,L javanica sensu Elmer,Leea,javanica,,,,,2003,"/Leeaceae/Leea guineensis (L javanica sensu Elmer) GH, non type2.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) GH, non type 01",GH,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) GH, non type 01.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) GH, non type 02",GH,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) GH, non type 02.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) GH, non type 03",GH,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) GH, non type 03.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) GH, non type 04",GH,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) GH, non type 04.jpg"
Leeaceae,Leea,guineensis,"(L manillensis) GH, non type 05",GH,,JPG,N,non-type,,L manillensis,Leea,manillensis,,,,,2003,"/Leeaceae/Leea guineensis (L manillensis) GH, non type 05.jpg"
Leeaceae,Leea,guineensis,"(L parva) GH, non type",GH,,JPG,N,non-type,,L parva,Leea,parva,,,,,2003,"/Leeaceae/Leea guineensis (L parva) GH, non type.jpg"
Leeaceae,Leea,guineensis,"GH, non type, 01",GH,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea guineensis, GH, non type, 01.jpg"
Leeaceae,Leea,indica,"(L ramosii) A, non type, 01",A,,JPG,N,non-type,,L ramosii,Leea,ramosii,,,,,2003,"/Leeaceae/Leea indica (L ramosii) A, non type, 01.jpg"
Leeaceae,Leea,indica,"(L ramosii) A, non type, 02",A,,JPG,N,non-type,,L ramosii,Leea,ramosii,,,,,2003,"/Leeaceae/Leea indica (L ramosii) A, non type, 02.jpg"
Leeaceae,Leea,indica,"(L sambucina) A, non type, 01",A,,JPG,N,non-type,,L sambucina,Leea,sambucina,,,,,2003,"/Leeaceae/Leea indica (L sambucina) A, non type, 01.jpg"
Leeaceae,Leea,indica,"A, non type, 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 01.jpg"
Leeaceae,Leea,indica,"A, non type, 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 02.jpg"
Leeaceae,Leea,indica,"A, non type, 03",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 03.jpg"
Leeaceae,Leea,indica,"A, non type, 04",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 04.jpg"
Leeaceae,Leea,indica,"A, non type, 05",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 05.jpg"
Leeaceae,Leea,indica,"A, non type, 06",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 06.jpg"
Leeaceae,Leea,indica,"A, non type, 07",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 07.jpg"
Leeaceae,Leea,indica,"A, non type, 08",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 08.jpg"
Leeaceae,Leea,indica,"A, non type, 09",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 09.jpg"
Leeaceae,Leea,indica,"A, non type, 10",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 10.jpg"
Leeaceae,Leea,indica,"A, non type, 11",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 11.jpg"
Leeaceae,Leea,indica,"A, non type, 12",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 12.jpg"
Leeaceae,Leea,indica,"A, non type, 13",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 13.jpg"
Leeaceae,Leea,indica,"A, non type, 14",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea indica, A, non type, 14.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 01.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 02.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 03",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 03.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 04",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 04.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 05",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 05.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 06",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 06.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 07",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 07.jpg"
Leeaceae,Leea,quadrifida,"A, non type, 08",A,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, A, non type, 08.jpg"
Leeaceae,Leea,quadrifida,"GH, non type, 01",GH,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, GH, non type, 01.jpg"
Leeaceae,Leea,quadrifida,"GH, non type, 02",GH,,JPG,N,non-type,,,,,,,,,2003,"/Leeaceae/Leea quadrifida, GH, non type, 02.jpg"
Leguminosae-Caesalpinioideae,Bauhinia,lingua,"v. antipolana (B antipolana, non Type) NY214513",NY,214513,JPG,N,non-type,antipolana,"B antipolana, non Type",Bauhinia,antipolana,,,,,2003,"/Leguminosae-Caesalpinioideae/Bauhinia lingua v. antipolana (B antipolana, non Type) NY214513.jpg"
Leguminosae-Papilionoideae,Cullen,badocanum,"(Liparia badocana, IS, non Type) US689010",US,689010,JPEG,N,non-type,,"Liparia badocana, IS, non Type",Liparia,badocana,,,,,2003,"/Leguminosae-Papilionoideae/Cullen badocanum (Liparia badocana, IS, non Type) US689010.jpeg"
Leguminosae-Papilionoideae,Strongylodon,elmeri,"non Type, NY31979",NY,31979,JPG,N,non-type,,,,,,,,,2003,"/Leguminosae-Papilionoideae/Strongylodon elmeri, non Type, NY31979.jpg"
Leguminosae-Papilionoideae,Strongylodon,elmeri,"(A, non type)",A,,JPG,N,non-type,,,,,,,,,2003,"/Leguminosae-Papilionoideae/Strongylodon elmeri (A, non type).jpg"
Leguminosae-Papilionoideae,Strongylodon,macrobotrys,"(A, non type)",A,,JPG,N,non-type,,,,,,,,,2003,"/Leguminosae-Papilionoideae/Strongylodon macrobotrys (A, non type).jpg"
Meliaceae,Aglaia,aherniana,"non Type, NY53435",NY,53435,JPG,N,non-type,,,,,,,,,2003,"/Meliaceae/Aglaia aherniana, non Type, NY53435.jpg"
Myristicaceae,Endocomia,macrocoma,ssp ~ (non type),,,JPG,N,non-type,,,,,,,,,2003,/Myristicaceae/Endocomia macrocoma ssp ~ (non type).jpg
Myristicaceae,Horsfieldia,polyspherula,v. ~ (non type) A00,A,,JPG,N,non-type,polyspherula,,,,,,,,2003,/Myristicaceae/Horsfieldia polyspherula v. ~ (non type) A00.jpg
Myrtaceae,Syzygium,aqueum,"A, non type",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium aqueum, A, non type.jpg"
Myrtaceae,Syzygium,aqueum,"A, non type 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium aqueum, A, non type 02.jpg"
Myrtaceae,Syzygium,aqueum,"A, non type 03",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium aqueum, A, non type 03.jpg"
Myrtaceae,Syzygium,aqueum,"GH, non type 01",GH,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium aqueum, GH, non type 01.jpg"
Myrtaceae,Syzygium,balerense,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium balerense, A, non type 01.jpg"
Myrtaceae,Syzygium,bataanense,"GH, non type 01",GH,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium bataanense, GH, non type 01.jpg"
Myrtaceae,Syzygium,blancoi,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium blancoi, A, non type 01.jpg"
Myrtaceae,Syzygium,blancoi,"A, non type 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium blancoi, A, non type 02.jpg"
Myrtaceae,Syzygium,calubcob,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium calubcob, A, non type 01.jpg"
Myrtaceae,Syzygium,calubcob,"A, non type 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium calubcob, A, non type 02.jpg"
Myrtaceae,Syzygium,calubcob,"A, non type 03",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium calubcob, A, non type 03.jpg"
Myrtaceae,Syzygium,calubcob,"GH, non type 01",GH,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium calubcob, GH, non type 01.jpg"
Myrtaceae,Syzygium,capitatum,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium capitatum, A, non type 01.jpg"
Myrtaceae,Syzygium,casiguranense,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium casiguranense, A, non type 01.jpg"
Myrtaceae,Syzygium,casiguranense,"A, non type 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium casiguranense, A, non type 02.jpg"
Myrtaceae,Syzygium,clementis,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium clementis, A, non type 01.jpg"
Myrtaceae,Syzygium,copelandii,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium copelandii, A, non type 01.jpg"
Myrtaceae,Syzygium,copelandii,"A, non type 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium copelandii, A, non type 02.jpg"
Myrtaceae,Syzygium,cordatilimbum,"(Eugenia cordatilimba, non Type), A",A,,JPG,N,non-type,,"Eugenia cordatilimba, non Type",Eugenia,cordatilimba,,,,,2003,"/Myrtaceae/Syzygium cordatilimbum (Eugenia cordatilimba, non Type), A.jpg"
Myrtaceae,Syzygium,crassissimum,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium crassissimum, A, non type 01.jpg"
Myrtaceae,Syzygium,crassissimum,"A, non type 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium crassissimum, A, non type 02.jpg"
Myrtaceae,Syzygium,decipiens,"A, non type 01",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium decipiens, A, non type 01.jpg"
Myrtaceae,Syzygium,decipiens,"A, non type 02",A,,JPG,N,non-type,,,,,,,,,2003,"/Myrtaceae/Syzygium decipiens, A, non type 02.jpg"
